Node Number	Directional Deformation (mm)
1	-4.0983e-003
2	4.3607e-004
3	0.44503
4	0.41977
5	0.45268
6	0.53234
7	0.95131
8	1.4022
9	1.8515
10	1.6132
11	-0.18096
12	-0.16284
13	9.4921e-002
14	1.2584e-002
15	-2.201e-002
16	2.4634e-003
17	4.3991e-003
18	2.9491e-003
19	-2.0338e-003
20	1.226
21	-2.866e-003
22	-8.4436e-004
23	5.0524e-003
24	-1.4502e-003
25	4.7656e-004
26	5.4352e-002
27	5.5903e-002
28	-0.7998
29	-2.3144
30	-1.4195
31	-0.11939
32	0.60846
33	0.91973
34	0.91423
35	1.0699
36	1.1618
37	4.4161e-003
38	4.5167e-003
39	5.8116e-003
40	8.7152e-003
41	7.9815e-003
42	4.853e-003
43	-7.0968e-004
44	0.90369
45	7.374e-003
46	1.2152e-002
47	9.3015e-003
48	-1.1706e-002
49	1.0908e-002
50	2.2897e-002
51	3.8063e-002
52	-8.7122e-002
53	0.21728
54	2.7575
55	2.3417
56	1.379
57	0.78236
58	0.85696
59	0.83973
60	0.84887
61	0.85401
62	0.801
63	0.69051
64	0.61004
65	0.52866
66	0.4731
67	5.9514e-003
68	-2.0166e-003
69	3.7292e-003
70	4.4334e-003
71	8.2785e-003
72	4.1675e-003
73	4.1498e-003
74	1.6485
75	5.6606e-003
76	2.5181e-002
77	-2.1502e-003
78	6.792e-002
79	-0.25884
80	-1.5041
81	-0.65038
82	0.73516
83	0.8637
84	1.3365
85	1.5344
86	1.5731
87	1.453
88	1.3539
89	1.2698
90	0.91615
91	-4.5591e-002
92	-4.3795e-002
93	-1.736
94	2.0659e-002
95	-0.4836
96	0.90203
97	1.4117e-002
98	-2.1369
99	1.3359
100	-5.9615e-002
101	-1.4516
102	0.19713
103	1.1321
104	-1.7477e-002
105	1.274
106	-0.10133
107	-3.5591e-002
108	1.8622e-002
109	0.96423
110	-1.6701e-002
111	-0.22728
112	0.79575
113	1.6022e-002
114	1.5659
115	3.4964e-002
116	9.5309e-003
117	0.44726
118	-1.1876e-002
119	1.5341e-002
120	9.0052e-003
121	0.79363
122	0.87707
123	0.82106
124	1.5308e-002
125	-0.25645
126	1.0599
127	0.58511
128	-2.5779e-002
129	-2.6598e-002
130	1.4084e-002
131	0.62587
132	1.7421
133	-1.6396e-002
134	-1.5544e-002
135	0.92883
136	0.
137	0.
138	0.
139	0.
140	-5.8408e-013
141	-8.6423e-013
142	-2.0759e-012
143	-4.2775e-013
144	-1.4653e-014
145	-5.1863e-014
146	0.
147	0.
148	-2.2136e-013
149	-2.3383e-013
150	-2.9152e-013
151	-7.2663e-013
152	-4.0316e-013
153	-3.4795e-013
154	0.
155	0.
156	-1.7826e-012
157	3.8651e-013
158	-2.7687e-012
159	1.6563e-012
160	2.6516e-012
161	8.1709e-013
162	0.
163	0.
164	0.
165	0.
166	0.
167	0.
168	0.
169	0.
170	0.
171	0.
172	-9.0155e-015
173	-3.5309e-014
174	-4.2487e-014
175	-3.3982e-014
176	-2.8413e-014
177	-1.372e-014
178	0.
179	0.
180	0.
181	0.
182	0.
183	0.
184	0.
185	0.
186	0.
187	0.
188	-7.6842e-015
189	-1.8845e-014
190	-1.2543e-014
191	-8.1012e-015
192	6.5944e-015
193	9.1598e-015
194	0.
195	0.
196	0.
197	0.
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	0.
232	0.
233	0.
234	1.0584e-013
235	1.5504e-013
236	1.8865e-013
237	1.0828e-013
238	8.5748e-014
239	-1.2717e-014
240	-2.1816e-012
241	3.9261e-013
242	7.5191e-014
243	1.6334e-012
244	5.4616e-014
245	2.0244e-012
246	0.
247	-7.5594e-013
248	-1.1417e-013
249	-1.1297e-013
250	1.0953e-013
251	5.4048e-013
252	-9.0872e-014
253	1.8686e-012
254	3.6102e-013
255	1.123e-013
256	9.7836e-013
257	-2.335e-014
258	3.6629e-013
259	-1.4472e-014
260	-1.6844e-015
261	8.4325e-015
262	2.3224e-013
263	1.0145e-013
264	-1.1717e-013
265	-1.5339e-013
266	-5.6857e-013
267	-1.0363e-013
268	-7.8265e-014
269	-4.7464e-013
270	-5.478e-014
271	-1.6022e-013
272	-3.1043e-014
273	-1.2088e-013
274	1.6757e-013
275	-1.3876e-012
276	0.
277	0.
