Node Number	Directional Deformation (mm)
1	-3.3068e-003
2	-1.5043e-003
3	-0.61049
4	-0.59693
5	-0.57585
6	-0.60571
7	-0.53447
8	-0.34106
9	-0.15364
10	-8.3385e-002
11	-0.15857
12	8.1903e-002
13	-4.9138e-002
14	1.9906e-002
15	-1.23e-002
16	1.1398e-002
17	1.2862e-002
18	-1.3662e-003
19	-3.875e-003
20	-0.49476
21	2.1096e-003
22	6.1121e-003
23	9.0657e-003
24	1.1169e-002
25	-1.3787e-002
26	-4.6419e-002
27	-4.0798e-002
28	-0.11946
29	-0.16697
30	-0.42303
31	-0.45114
32	-0.43407
33	-0.45636
34	-0.53423
35	-0.48446
36	-0.48382
37	1.1443e-003
38	-1.7136e-003
39	-2.5762e-003
40	2.2017e-004
41	2.1857e-003
42	-5.7486e-004
43	-3.5082e-003
44	-0.39935
45	8.368e-004
46	-3.3484e-003
47	1.7338e-002
48	-5.7243e-003
49	2.1279e-002
50	5.8573e-003
51	4.4364e-003
52	-2.7848e-003
53	-4.3805e-002
54	-0.79324
55	-0.71763
56	-0.55417
57	-0.25332
58	-0.32619
59	-0.33535
60	-0.38412
61	-0.41021
62	-0.42809
63	-0.44126
64	-0.46398
65	-0.52624
66	-0.58427
67	-1.0011e-003
68	-6.6984e-004
69	-1.5308e-003
70	2.0882e-003
71	-6.8973e-004
72	-1.065e-003
73	-8.392e-004
74	-0.4563
75	3.6439e-003
76	1.8036e-003
77	-3.4901e-002
78	0.13738
79	8.9129e-002
80	-0.45887
81	-2.5264e-002
82	8.7944e-002
83	3.2213e-002
84	-0.249
85	-0.4033
86	-0.44273
87	-0.45011
88	-0.46634
89	-0.48901
90	-0.54569
91	2.7732e-002
92	1.7011e-002
93	-0.36921
94	2.2331e-003
95	0.32839
96	-0.16307
97	-1.25e-003
98	0.14046
99	-0.42233
100	-7.3644e-002
101	-0.15151
102	-0.4958
103	-0.44963
104	2.3105e-002
105	-0.27698
106	-9.6542e-003
107	1.0786e-002
108	6.1328e-002
109	-0.45083
110	-5.1616e-002
111	0.17372
112	-0.3036
113	5.2722e-003
114	-4.989e-002
115	-7.1292e-002
116	1.9104e-003
117	-0.46876
118	-2.8202e-002
119	1.8427e-002
120	-2.3306e-003
121	-0.40153
122	-0.401
123	-0.32151
124	1.8246e-002
125	-5.2205e-003
126	-0.24366
127	-7.0457e-002
128	4.3686e-004
129	5.3794e-004
130	4.6331e-003
131	-0.42445
132	-0.55803
133	-4.9046e-002
134	-8.9155e-003
135	-0.51197
136	0.
137	0.
138	0.
139	0.
140	-1.7686e-011
141	-1.6601e-011
142	-2.35e-011
143	-6.9368e-013
144	1.1833e-011
145	1.1377e-011
146	0.
147	0.
148	1.3785e-011
149	1.6093e-011
150	1.1989e-011
151	-1.2608e-011
152	-1.6906e-011
153	-1.5056e-011
154	0.
155	0.
156	0.
157	-1.3348e-011
158	5.8762e-012
159	-5.5636e-011
160	-2.8133e-011
161	9.5108e-012
162	1.2646e-011
163	0.
164	0.
165	0.
166	0.
167	0.
168	0.
169	0.
170	0.
171	0.
172	0.
173	0.
174	3.4778e-013
175	2.9373e-013
176	3.5582e-013
177	-1.0775e-013
178	-3.5609e-013
179	-4.5069e-013
180	0.
181	0.
182	0.
183	0.
184	0.
185	0.
186	0.
187	0.
188	0.
189	0.
190	2.4294e-013
191	3.891e-013
192	2.4467e-013
193	1.7398e-013
194	-2.2639e-013
195	-2.666e-013
196	0.
197	0.
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	0.
232	0.
233	0.
234	0.
235	0.
236	3.3453e-013
237	-1.331e-013
238	-2.4393e-013
239	-4.0798e-013
240	-5.3897e-013
241	-4.2893e-013
242	-1.7619e-011
243	-2.7168e-011
244	-4.6189e-011
245	3.6042e-011
246	1.5573e-011
247	1.368e-011
248	0.
249	2.0095e-012
250	-7.77e-012
251	-5.1113e-012
252	1.4125e-013
253	3.5469e-012
254	-2.2756e-012
255	-1.1732e-011
256	-2.4345e-011
257	-4.6414e-013
258	2.8078e-012
259	-4.2689e-013
260	4.2041e-012
261	1.3026e-012
262	8.0497e-013
263	3.8224e-013
264	-3.4692e-012
265	2.9641e-012
266	-1.3767e-013
267	1.1101e-012
268	2.5334e-012
269	4.5163e-012
270	1.3124e-012
271	-1.1804e-011
272	8.8691e-013
273	1.4054e-011
274	-1.0847e-013
275	-3.8317e-012
276	-7.9865e-013
277	-9.6148e-012
278	0.
279	0.
280	-6.0072e-012
281	0.
282	0.
283	-3.6368e-012
284	-1.664e-011
285	-2.0812e-012
286	-9.6237e-014
287	-2.0673e-012
288	4.092e-013
289	1.97e-012
290	-3.6405e-012
291	-0.54111
292	-0.4196
293	-0.51857
294	-0.14963
295	-0.35734
296	-0.30925
297	-0.27093
298	-0.17356
299	-0.14235
300	-0.1019
301	-0.37149
302	-0.2413
303	-0.40293
304	-0.39552
305	-0.44328
306	-0.46083
307	-0.48503
308	-0.5152
309	-0.59016
310	-0.59276
311	-0.58109
312	-0.55673
313	-0.52966
314	-0.50444
315	-0.52959
316	-0.48565
317	-0.4421
318	-0.68119
319	-0.64609
320	-0.64684
321	-0.64809
322	-0.65511
323	-0.64484
324	-0.6269
325	-0.57857
326	-0.58406
327	-0.60089
328	-0.65807
329	-0.655
330	-0.66184
331	-0.68155
332	-0.67137
