Node Number	Equivalent (von-Mises) Stress (MPa)
1	9.2844
2	5.8468
3	2.0834
4	3.7262
5	10.431
6	9.0238
7	18.178
8	31.95
9	21.939
10	54.278
11	91.851
12	134.82
13	92.532
14	69.614
15	52.536
16	34.031
17	14.786
18	6.305
19	8.1765
20	2.1456
21	2.2328
22	6.9476
23	19.008
24	32.814
25	35.345
26	45.851
27	67.144
28	119.66
29	98.697
30	95.581
31	28.984
32	19.293
33	22.85
34	17.671
35	14.775
36	3.4818
37	10.18
38	4.0223
39	5.3468
40	6.7742
41	9.1237
42	8.175
43	8.1049
44	3.7765
45	3.0442
46	25.551
47	24.345
48	69.13
49	75.453
50	75.807
51	97.178
52	122.55
53	143.28
54	42.234
55	46.657
56	56.735
57	53.514
58	15.526
59	15.682
60	6.6
61	3.9442
62	11.234
63	9.5005
64	9.7974
65	6.7461
66	3.9384
67	3.6588
68	3.1986
69	6.7012
70	6.8393
71	9.7541
72	8.6698
73	2.4014
74	5.4943
75	11.747
76	22.154
77	69.971
78	49.624
79	95.058
80	125.12
81	84.014
82	66.216
83	73.74
84	31.547
85	13.079
86	7.4051
87	13.925
88	14.794
89	5.4867
90	23.374
91	60.354
92	25.409
93	44.492
94	10.703
95	47.536
96	20.452
97	16.386
98	49.865
99	10.298
100	60.386
101	39.941
102	18.525
103	7.1224
104	37.154
105	40.714
106	100.63
107	61.162
108	177.84
109	20.287
110	25.423
111	130.08
112	19.405
113	16.913
114	33.306
115	137.21
116	8.62
117	8.9057
118	123.27
119	116.7
120	8.9407
121	10.85
122	80.77
123	29.446
124	16.272
125	75.266
126	50.094
127	73.354
128	77.807
129	54.251
130	8.4606
131	8.1968
132	51.022
133	109.41
134	55.093
135	11.003
136	70.114
137	60.392
138	64.31
139	40.72
140	62.314
141	110.08
142	162.05
143	74.034
144	88.036
145	34.995
146	53.26
147	42.362
148	40.636
149	39.219
150	39.223
151	52.758
152	48.285
153	54.012
154	62.801
155	41.954
156	211.34
157	176.45
158	400.44
159	327.43
160	258.15
161	57.869
162	1.987
163	2.081
164	2.2767
165	2.4558
166	6.5392
167	10.106
168	9.4216
169	20.019
170	40.68
171	3.768
172	2.3061
173	1.8074
174	1.3046
175	1.4374
176	1.5717
177	1.8351
178	46.461
179	22.421
180	11.263
181	11.263
182	5.8554
183	4.3994
184	1.0761
185	2.4338
186	2.4613
187	2.9455
188	2.0296
189	1.5364
190	1.1214
191	1.1578
192	1.658
193	2.3472
194	74.167
195	6.918
196	6.2299
197	9.8696
198	20.146
199	54.458
200	38.487
201	56.117
202	69.222
203	3.8257
204	27.819
205	4.8667
206	2.6008
207	9.3063
208	33.172
209	33.172
210	18.006
211	54.159
212	53.747
213	59.902
214	49.957
215	53.56
216	38.834
217	19.122
218	9.8231
219	7.7361
220	6.6855
221	4.4885
222	2.003
223	2.7377
224	2.4697
225	3.7534
226	214.98
227	3.2405
228	3.983
229	19.414
230	21.519
231	45.954
232	90.044
233	153.78
234	6.8185
