Node Number	Directional Deformation (mm)
1	1.2887e-002
2	1.1711e-002
3	0.64393
4	0.6394
5	0.65733
6	0.68861
7	0.85978
8	1.0554
9	1.4258
10	1.1997
11	1.4952
12	-0.27044
13	5.21e-003
14	8.2189e-002
15	-4.4036e-002
16	7.1181e-003
17	1.2742e-002
18	1.2138e-002
19	1.2597e-002
20	1.1193
21	1.3805e-002
22	1.2969e-002
23	1.9538e-003
24	-2.0251e-002
25	-0.10607
26	-0.13729
27	-1.0925
28	-2.5781
29	-2.1728
30	-0.95255
31	0.13644
32	0.76686
33	0.94441
34	0.95636
35	1.0437
36	1.0902
37	7.1362e-003
38	1.3303e-003
39	-8.8367e-003
40	-1.5299e-002
41	-1.3237e-002
42	-5.9255e-003
43	4.8892e-003
44	0.42163
45	7.076e-003
46	-1.8571e-003
47	-2.2004e-002
48	-2.5137e-002
49	2.4518e-003
50	5.3701e-002
51	-6.7638e-002
52	0.1103
53	2.2128
54	1.8268
55	1.1959
56	0.63233
57	0.41391
58	0.41198
59	0.40433
60	0.40297
61	0.46588
62	0.48583
63	0.49817
64	0.53466
65	0.55974
66	0.59842
67	8.5082e-003
68	7.6641e-003
69	-2.9189e-003
70	-1.1565e-002
71	-1.808e-002
72	-5.7764e-003
73	3.8681e-003
74	0.76319
75	7.3964e-003
76	-4.4432e-002
77	-5.0682e-002
78	0.39132
79	-0.7466
80	-2.3007
81	1.5077e-002
82	0.68677
83	0.54527
84	0.66094
85	0.7354
86	0.84806
87	0.90305
88	0.97822
89	1.0479
90	0.87095
91	-0.26972
92	4.3e-002
93	-0.80872
94	-5.3939e-002
95	-2.0314
96	0.55786
97	-6.1236e-003
98	-1.3812
99	0.83046
100	0.20433
101	-2.3271
102	0.80418
103	0.98362
104	-4.6292e-002
105	0.67632
106	0.66735
107	-6.2246e-003
108	-1.3536e-002
109	0.75501
110	2.9355e-002
111	1.2457
112	0.5598
113	-1.0732e-002
114	1.6838
115	-4.6899e-002
116	-2.2092e-002
117	0.53811
118	-2.3791e-002
119	-7.4222e-002
120	-7.5991e-004
121	0.46796
122	0.13299
123	0.43731
124	-3.1152e-002
125	1.2556
126	0.83282
127	0.99366
128	-0.13547
129	7.8198e-002
130	-2.2837e-002
131	0.48017
132	0.79301
133	2.3148e-004
134	2.1664e-002
135	0.81745
136	0.
137	0.
138	0.
139	0.
140	6.4691e-003
141	9.2507e-003
142	1.3655e-002
143	1.3099e-002
144	1.0931e-002
145	5.6632e-003
146	0.
147	0.
148	1.0807e-002
149	8.8459e-003
150	2.0617e-002
151	2.3413e-002
152	2.4045e-002
153	3.1798e-002
154	0.
155	0.
156	0.
157	0.
158	0.
159	0.
160	0.
161	0.
162	0.
163	0.
164	0.
165	4.2761e-004
166	8.9969e-004
167	1.097e-003
168	1.0721e-003
169	8.5971e-004
170	4.8863e-004
171	0.
172	0.
173	0.
174	0.
175	0.
176	0.
177	0.
178	0.
179	0.
180	0.
181	0.
182	0.
183	0.10422
184	2.2649e-002
185	6.0931e-002
186	1.6998e-002
187	-4.8525e-003
188	2.0775e-002
189	0.
190	5.6283e-003
191	-5.246e-003
192	3.4869e-004
193	7.1853e-002
194	1.2384e-002
195	-3.4656e-002
196	0.
197	0.
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	-3.8229e-004
232	-1.4919e-003
233	-1.6856e-003
234	-1.2618e-003
235	-6.7824e-004
236	-8.5689e-004
237	0.
238	0.
239	0.
240	4.9036e-004
241	8.0779e-004
242	1.0955e-003
243	1.1102e-003
244	8.5515e-004
245	4.8998e-004
246	0.
247	0.
248	0.
249	0.
250	1.334e-003
251	2.7969e-004
252	6.9478e-004
253	9.5431e-004
254	-1.9679e-003
255	1.351e-003
256	2.066e-003
257	-6.7406e-003
258	-1.2049e-002
259	-1.3116e-003
260	1.668e-003
261	-3.3804e-003
262	9.1301e-004
263	-1.9134e-002
264	-1.0388e-002
265	1.6692e-003
266	-6.1061e-004
267	2.0095e-003
268	6.7448e-003
269	4.0255e-003
270	1.4405e-003
271	8.6091e-003
272	1.3692e-003
273	3.5451e-003
274	7.5331e-003
275	2.6059e-003
276	1.1384e-003
277	6.8044e-004
278	3.2712e-003
279	5.8471e-003
280	8.2689e-004
281	3.7941e-003
282	0.
283	5.1099e-002
284	4.7673e-004
285	-1.1351e-003
286	0.
287	2.1391e-004
288	2.7698e-003
289	1.9501e-002
290	1.8566e-002
291	1.166e-002
292	-2.5027e-003
293	-8.0489e-004
294	3.9635e-002
295	-4.009e-004
296	5.1359e-004
297	1.3031e-002
298	-7.3713e-002
299	0.
300	0.
301	0.
302	0.
303	0.
304	0.
305	0.
306	0.
307	-7.858e-003
308	-8.5263e-003
309	-5.6492e-003
310	-1.5734e-002
311	-3.4219e-002
312	-5.6659e-002
313	-6.0169e-002
314	0.
315	0.
316	0.
317	0.
318	0.
319	0.
320	0.
321	0.
322	0.
323	0.
324	0.
325	0.
326	0.
327	0.
328	0.
329	0.
330	0.
331	0.
332	0.
333	0.
334	-0.2024
335	-0.16204
336	-0.20658
337	-2.5785e-002
338	-0.15716
339	-0.14121
340	-0.10659
341	-6.7043e-002
342	-4.2745e-002
343	-3.0528e-002
344	-6.4793e-002
345	-5.5105e-002
346	-7.4428e-002
347	-9.3538e-002
348	-0.11563
349	-0.13909
350	-0.16522
351	-0.17954
352	0.
353	-2.8314e-002
354	-4.6054e-002
355	-6.4512e-002
356	-7.9276e-002
357	-9.6251e-002
358	-0.11158
359	-0.12965
360	-0.14836
361	-0.17372
362	0.
363	0.
364	0.
365	7.7776e-004
366	2.2408e-003
367	5.9306e-003
368	1.3622e-002
369	2.4631e-002
370	4.9792e-002
371	9.3998e-002
372	7.1393e-002
373	4.7183e-002
374	2.7999e-002
375	2.158e-002
376	2.2113e-002
377	1.9768e-002
378	1.6572e-002
379	1.6969e-002
380	1.4267e-002
381	1.1003e-002
382	6.5088e-003
383	0.
384	-6.6705e-002
385	-6.3936e-002
386	-5.9088e-002
387	-5.2341e-002
388	-4.5239e-002
389	-3.7543e-002
390	-2.6546e-002
391	-1.384e-002
392	-1.0703e-002
393	0.
394	0.
395	0.
396	0.
397	0.
398	0.
399	0.
400	0.
401	7.3359e-002
402	0.
403	0.
404	0.
405	0.
406	0.
407	0.
408	-4.238e-003
409	6.1428e-003
410	5.1517e-003
411	5.9228e-003
412	2.9488e-003
413	2.326e-003
414	3.8097e-003
415	1.1893e-003
416	9.5759e-004
417	4.0433e-002
418	5.5323e-002
419	-4.8081e-002
420	-0.10532
421	-5.4564e-002
422	-8.3984e-002
423	-8.2457e-002
424	-2.8629e-002
425	-6.0705e-002
426	-0.13225
427	-2.3099e-002
428	-9.2875e-002
429	-2.8462e-002
430	-1.6416e-002
431	0.
432	0.
433	0.
434	0.
435	0.
436	0.
437	0.
438	0.
439	0.
440	0.
441	0.
442	6.7751e-002
443	5.5515e-002
444	5.5511e-003
445	-1.6845e-003
446	3.9022e-003
447	-5.8649e-002
448	-8.4456e-002
449	-1.605e-002
450	-1.3439e-002
451	-5.7159e-002
452	-8.4332e-002
453	-8.0366e-002
454	1.2287e-002
