Node Number	Directional Deformation (mm)
1	1.2145e-002
2	6.3789e-003
3	-0.30632
4	-0.37905
5	-0.42813
6	-0.46758
7	-0.35743
8	-0.21371
9	0.10872
10	3.9773e-002
11	0.5405
12	-0.41992
13	-1.1813e-002
14	1.7712e-002
15	-3.7466e-002
16	1.4607e-002
17	1.1412e-002
18	8.5011e-003
19	1.014e-002
20	0.65634
21	9.5595e-003
22	1.3063e-002
23	9.2974e-003
24	-1.2806e-002
25	-0.11317
26	-0.16146
27	-0.83278
28	-2.1466
29	-2.2902
30	-1.4565
31	-0.55053
32	4.9724e-002
33	0.25513
34	0.3194
35	0.46048
36	0.56858
37	1.6844e-002
38	1.0721e-002
39	1.1892e-003
40	-2.6949e-003
41	-5.3003e-004
42	5.421e-003
43	9.8857e-003
44	-0.18143
45	1.6734e-002
46	1.0882e-002
47	-6.2784e-003
48	-2.3951e-002
49	-5.3361e-003
50	2.0218e-002
51	-4.8112e-002
52	-7.1552e-002
53	1.5437
54	0.90276
55	0.2552
56	-0.23582
57	-0.41211
58	-0.35973
59	-0.31575
60	-0.26071
61	-0.18921
62	-0.21144
63	-0.25195
64	-0.27329
65	-0.29428
66	-0.30495
67	1.7243e-002
68	8.3474e-003
69	6.5514e-003
70	3.1439e-003
71	-2.7084e-003
72	7.8836e-003
73	1.6548e-002
74	0.73658
75	2.0549e-002
76	-9.8057e-003
77	-4.344e-002
78	0.31535
79	-0.60079
80	-2.2063
81	-0.3193
82	0.29513
83	0.25098
84	0.45845
85	0.61526
86	0.73498
87	0.70396
88	0.68384
89	0.66779
90	0.33087
91	-0.2182
92	1.1018e-002
93	-1.1453
94	-3.0745e-002
95	-1.622
96	0.18961
97	6.9247e-003
98	-1.5697
99	0.52839
100	0.11303
101	-2.0279
102	0.18332
103	0.5056
104	-6.6958e-002
105	-0.27848
106	0.16226
107	1.577e-002
108	3.0405e-002
109	-0.32676
110	2.1074e-003
111	0.67742
112	-0.36403
113	-8.6897e-003
114	0.51287
115	-2.9349e-002
116	-9.8378e-003
117	-0.44059
118	-8.952e-002
119	-0.11565
120	6.9111e-003
121	-0.30889
122	-0.71984
123	-0.4282
124	-3.8141e-002
125	0.34762
126	-0.20451
127	0.15846
128	-6.3623e-002
129	5.2869e-002
130	-9.2444e-003
131	-0.34402
132	-0.13341
133	4.7757e-002
134	-3.6804e-003
135	-0.35819
136	0.
137	0.
138	0.
139	0.
140	-6.3373e-004
141	-1.0991e-003
142	-1.4044e-003
143	-2.0081e-003
144	-2.1401e-003
145	-1.118e-003
146	0.
147	0.
148	-1.5087e-003
149	-5.822e-003
150	-3.3905e-003
151	-2.1955e-003
152	-7.9292e-004
153	-2.5238e-004
154	0.
155	0.
156	0.
157	0.
158	0.
159	0.
160	0.
161	0.
162	0.
163	0.
164	0.
165	-5.0363e-005
166	-8.8966e-005
167	-1.1071e-004
168	-1.0553e-004
169	-8.8036e-005
170	-5.2267e-005
171	0.
172	0.
173	0.
174	0.
175	0.
176	0.
177	0.
178	0.
179	0.
180	0.
181	0.
182	0.
183	-9.1216e-003
184	-3.2995e-003
185	-1.6935e-003
186	-1.0041e-002
187	-1.1655e-002
188	5.2225e-003
189	0.
190	5.5755e-004
191	-8.5329e-003
192	-8.5594e-003
193	-1.3917e-003
194	-1.0446e-002
195	-1.0821e-002
196	0.
197	0.
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	8.9876e-005
232	-4.9042e-004
233	-3.9706e-004
234	-2.6666e-004
235	3.211e-004
236	9.4414e-005
237	0.
238	0.
239	0.
240	-5.4559e-005
241	-9.6207e-005
242	-1.3106e-004
243	-1.3101e-004
244	-9.7437e-005
245	-5.4425e-005
246	0.
247	0.
248	0.
249	0.
250	-1.5964e-004
251	-3.2075e-004
252	-1.0577e-004
253	-2.1419e-004
254	-9.6106e-004
255	-2.7498e-004
256	1.595e-003
257	2.1563e-004
258	3.2954e-003
259	-3.9693e-004
260	4.3681e-003
261	-4.5403e-004
262	9.7184e-004
263	1.802e-003
264	2.1733e-003
265	2.8536e-003
266	-1.4017e-004
267	-1.5466e-004
268	-2.3978e-004
269	-2.6198e-004
270	-1.1089e-004
271	-4.4591e-004
272	-1.2279e-004
273	-1.6569e-004
274	-6.4886e-004
275	-1.7253e-004
276	-1.0985e-004
277	-8.0878e-005
278	-4.7451e-004
279	-9.6945e-004
280	-8.4925e-005
281	-4.2234e-003
282	0.
283	2.7564e-003
284	-7.4384e-005
285	-5.7459e-004
286	0.
287	-2.1572e-003
288	1.7896e-003
289	3.4514e-003
290	-1.2502e-003
291	-1.13e-003
292	4.9682e-005
293	-3.8257e-005
294	4.5314e-003
295	-1.9384e-004
296	-6.0504e-005
297	-1.3863e-003
298	5.1426e-006
299	0.
300	0.
301	0.
302	0.
303	0.
304	0.
305	0.
306	0.
307	2.2837e-006
308	1.5515e-006
309	7.7477e-007
310	3.6731e-007
311	2.5828e-007
312	-4.2263e-008
313	3.9816e-007
314	0.
315	0.
316	0.
317	0.
318	0.
319	0.
320	0.
321	0.
322	0.
323	0.
324	0.
325	0.
326	0.
327	0.
328	0.
329	0.
330	0.
331	0.
332	0.
333	0.
334	-9.1771e-007
335	1.7708e-006
336	-3.4245e-008
337	3.333e-006
338	1.9699e-007
339	6.8055e-006
340	4.8794e-006
341	-5.3946e-007
342	4.9477e-007
343	9.1534e-007
344	-3.9649e-007
345	9.1582e-007
346	-8.09e-007
347	-1.4098e-006
348	-2.0502e-006
349	-2.3824e-006
350	-1.6132e-006
351	-1.8651e-006
352	0.
353	-1.2673e-007
354	-1.758e-007
355	-2.4862e-007
356	-3.3698e-007
357	-4.3438e-007
358	-5.206e-007
359	-6.8629e-007
360	-8.8574e-007
361	-1.0381e-006
362	0.
363	0.
364	0.
365	1.0813e-008
366	3.3324e-008
367	-4.3812e-008
368	-1.6903e-007
369	-2.0908e-007
370	-1.1623e-006
371	4.7767e-008
372	2.6523e-006
373	1.4565e-006
374	1.0061e-006
375	9.8031e-007
376	9.2673e-007
377	8.4383e-007
378	7.4373e-007
379	6.6884e-007
380	5.3923e-007
381	3.9691e-007
382	2.1156e-007
383	0.
384	-1.152e-006
385	-1.2387e-006
386	-1.0864e-006
387	-8.8994e-007
388	-7.0879e-007
389	-5.2548e-007
390	-2.9072e-007
391	-3.7535e-008
392	1.4265e-009
393	0.
394	0.
395	0.
396	0.
397	0.
398	0.
399	0.
400	0.
401	2.0096e-006
402	0.
403	0.
404	0.
405	0.
406	0.
407	0.
408	2.6231e-007
409	2.2925e-007
410	8.0656e-007
411	2.7495e-006
412	3.1444e-007
413	1.0878e-007
414	2.2435e-007
415	1.0989e-007
416	4.0181e-008
417	1.0683e-006
418	3.0936e-007
419	-3.6786e-007
420	-1.0398e-006
421	-2.815e-007
422	-1.2994e-006
423	-5.6544e-007
424	-1.3266e-007
425	-6.8427e-007
426	-1.9473e-006
427	-1.0285e-007
428	-1.6209e-006
429	-1.9266e-007
430	-2.982e-008
431	0.
432	0.
433	0.
434	0.
435	0.
436	0.
437	0.
438	0.
439	0.
440	0.
441	0.
442	9.4253e-007
443	1.1834e-006
444	5.7086e-007
445	1.3497e-006
446	5.331e-007
447	-1.1581e-006
448	-1.2121e-006
449	2.5931e-008
450	-2.3158e-008
451	-9.9412e-007
452	-5.1736e-007
453	-3.2805e-007
454	1.5757e-006
