Node Number	Equivalent (von-Mises) Stress (MPa)
1	1.5351
2	1.1485
3	3.8742
4	5.6787
5	8.2649
6	6.7899
7	11.88
8	32.881
9	36.698
10	84.217
11	70.485
12	144.33
13	89.162
14	113.1
15	14.852
16	13.676
17	5.8527
18	4.2706
19	2.2221
20	2.7287
21	1.7327
22	3.888
23	4.1995
24	9.1393
25	11.921
26	69.546
27	114.91
28	153.61
29	117.89
30	158.31
31	63.766
32	24.423
33	8.6344
34	10.003
35	7.534
36	1.1147
37	2.0521
38	0.90221
39	0.78168
40	1.4616
41	1.1825
42	1.5407
43	1.4343
44	0.37443
45	0.85968
46	2.8644
47	4.557
48	15.854
49	20.209
50	66.289
51	68.099
52	64.859
53	43.553
54	179.37
55	104.17
56	28.881
57	37.46
58	11.965
59	11.981
60	2.0781
61	1.9083
62	11.789
63	7.5912
64	1.8322
65	3.6387
66	4.1186
67	1.3513
68	1.329
69	1.5299
70	1.1826
71	2.2431
72	1.2881
73	0.55155
74	1.1283
75	1.0442
76	5.5624
77	9.0511
78	41.468
79	93.349
80	145.11
81	121.8
82	74.854
83	39.884
84	12.665
85	3.572
86	2.5738
87	7.842
88	7.572
89	2.2115
90	13.231
91	69.865
92	7.7093
93	131.8
94	1.0371
95	81.748
96	17.276
97	2.5756
98	54.002
99	3.3888
100	23.204
101	91.334
102	39.462
103	0.98476
104	11.115
105	26.358
106	44.43
107	21.366
108	75.216
109	16.815
110	6.5473
111	59.2
112	12.826
113	7.874
114	56.237
115	123.56
116	1.9591
117	3.467
118	73.028
119	30.233
120	2.3884
121	7.3763
122	164.86
123	18.845
124	12.848
125	63.54
126	54.31
127	60.052
128	57.732
129	39.619
130	1.5511
131	5.4205
132	64.135
133	60.157
134	12.266
135	9.618
136	21.967
137	36.038
138	25.977
139	40.867
140	25.98
141	36.074
142	31.382
143	27.366
144	36.365
145	30.209
146	28.017
147	35.662
148	23.433
149	15.466
150	15.943
151	16.021
152	14.226
153	20.346
154	53.299
155	36.396
156	37.028
157	39.495
158	60.662
159	44.825
160	49.142
161	42.021
162	0.95146
163	0.791
164	0.8159
165	0.91976
166	1.4069
167	2.1062
168	3.3358
169	5.4521
170	8.3382
171	20.547
172	0.77353
173	0.50319
174	0.42361
175	0.25064
176	0.37769
177	0.6518
178	0.74395
179	19.826
180	9.958
181	4.2676
182	3.5818
183	2.1374
184	0.65138
185	0.41101
186	0.45554
187	0.60571
188	0.85821
189	0.81386
190	0.80384
191	0.72932
192	0.66883
193	0.48486
194	0.36543
195	0.353
196	0.44336
197	0.54082
198	37.953
199	2.1166
200	2.065
201	2.48
202	6.0134
203	12.248
204	16.254
205	22.934
206	18.515
207	1.583
208	22.175
209	1.3042
210	2.1706
211	4.8111
212	7.8497
213	7.8497
214	6.9173
215	19.258
216	44.455
217	35.012
218	20.886
219	18.127
220	12.192
221	3.0537
222	3.0537
223	1.7901
224	0.9798
225	0.37135
226	0.30306
227	0.5178
228	2.8574
229	1.6226
230	55.827
231	2.6006
232	3.7197
233	7.5277
234	8.7789
235	10.997
236	11.394
237	37.466
238	1.7218
239	1.5764
240	2.1414
241	1.3475
242	1.3933
243	1.9321
244	41.472
245	43.259
246	67.627
247	48.211
248	52.058
249	32.976
250	36.401
251	9.3067
252	19.7
253	10.517
254	4.0575
255	39.669
256	8.2216
257	20.842
258	51.465
259	3.6783
260	15.603
261	3.2147
262	8.4347
263	0.6098
264	0.26151
