Node Number	Equivalent (von-Mises) Stress (MPa)
1	4.004
2	1.5541
3	27.234
4	38.872
5	57.254
6	191.62
7	239.1
8	248.92
9	242.41
10	661.43
11	1239.
12	319.16
13	713.82
14	172.58
15	106.45
16	37.491
17	13.476
18	5.9395
19	6.0834
20	21.248
21	1.098
22	1.9272
23	17.607
24	28.917
25	52.264
26	169.02
27	549.61
28	823.62
29	1359.9
30	1047.9
31	495.98
32	549.11
33	132.07
34	207.74
35	31.64
36	16.883
37	11.958
38	6.3347
39	3.4603
40	4.3798
41	7.8754
42	9.2074
43	5.8708
44	1.2719
45	7.5637
46	21.842
47	19.041
48	39.61
49	209.58
50	271.33
51	404.6
52	1252.5
53	2113.3
54	602.15
55	628.81
56	542.34
57	371.78
58	82.909
59	26.177
60	2.842
61	2.0013
62	9.164
63	6.5424
64	11.528
65	26.974
66	27.086
67	8.6664
68	2.1815
69	3.8556
70	5.639
71	7.4687
72	5.5567
73	4.6402
74	1.6033
75	10.69
76	52.809
77	95.36
78	173.92
79	487.09
80	1243.7
81	999.2
82	311.1
83	428.6
84	102.21
85	6.57
86	3.1318
87	8.3676
88	26.452
89	13.098
90	148.16
91	272.47
92	20.584
93	896.
94	18.666
95	643.86
96	237.15
97	13.802
98	982.27
99	23.463
100	58.699
101	824.5
102	191.95
103	24.197
104	44.802
105	117.3
106	1045.9
107	78.985
108	350.99
109	381.95
110	65.629
111	2017.6
112	176.96
113	18.673
114	330.37
115	727.02
116	6.1156
117	71.179
118	1608.1
119	395.36
120	4.4281
121	19.406
122	262.08
123	204.02
124	17.654
125	1150.8
126	197.04
127	953.05
128	539.43
129	87.013
130	5.5965
131	10.144
132	323.75
133	183.93
134	132.42
135	297.75
136	988.1
137	1427.2
138	1137.7
139	1371.5
140	1119.3
141	2396.5
142	2471.2
143	815.89
144	1059.6
145	1108.1
146	1145.3
147	1269.6
148	964.31
149	673.58
150	719.11
151	692.8
152	724.9
153	1000.
154	1733.8
155	1278.5
156	1623.1
157	2050.9
158	3058.
159	2302.
160	1077.9
161	1320.9
162	48.233
163	32.805
164	32.412
165	36.709
166	90.784
167	166.44
168	263.85
169	418.76
170	502.79
171	897.76
172	47.588
173	28.367
174	22.681
175	15.264
176	24.555
177	32.312
178	31.993
179	907.09
180	512.86
181	293.05
182	240.9
183	138.77
184	50.117
185	35.222
186	11.364
187	30.368
188	37.295
189	35.758
190	50.624
191	32.034
192	33.536
193	28.421
194	20.456
195	18.1
196	33.284
197	36.483
198	1088.3
199	88.591
200	149.66
201	243.5
202	261.91
203	376.75
204	577.
205	761.53
206	896.21
207	114.59
208	900.93
209	65.962
210	118.82
211	211.58
212	359.57
213	359.57
214	512.57
215	954.56
216	1438.7
217	1354.1
218	1023.1
219	854.79
220	605.18
221	241.07
222	241.07
223	154.93
224	77.422
225	71.221
226	37.36
227	32.291
228	57.847
229	53.943
230	1497.2
231	54.862
232	128.2
233	295.64
234	368.19
235	441.22
236	475.8
237	1039.1
238	95.047
239	80.833
240	69.591
241	62.186
242	43.753
243	49.253
244	943.44
245	1825.3
246	4825.9
247	1256.8
248	1282.7
249	945.35
250	1200.1
251	191.01
252	377.73
253	94.696
254	94.324
255	592.13
256	214.3
257	631.11
258	840.24
259	42.054
260	681.59
261	64.158
262	322.07
263	64.058
264	8.3927
265	24.948
266	216.9
267	146.01
268	15.739
269	269.47
270	49.545
271	208.95
272	19.995
273	97.146
274	17.694
275	364.04
276	96.929
277	576.47
278	30.374
279	56.029
280	114.71
281	261.56
282	18.672
283	115.33
284	650.68
285	574.28
286	158.38
287	284.68
288	704.6
289	162.11
