Node Number	Directional Deformation (mm)
1	-9.1859e-003
2	-1.3224e-002
3	-12.025
4	-12.682
5	-13.374
6	-14.101
7	-14.867
8	-15.463
9	-16.008
10	-15.547
11	-14.151
12	-7.5896
13	-1.154
14	0.5721
15	-0.33529
16	-7.7844e-003
17	8.7016e-003
18	-1.1176e-002
19	-1.7334e-002
20	-12.056
21	-1.8065e-002
22	-9.9099e-003
23	1.2857e-003
24	-2.2317e-002
25	-0.30643
26	-9.9201e-003
27	-1.3553
28	-9.3566
29	-14.502
30	-15.672
31	-15.991
32	-15.518
33	-14.888
34	-14.109
35	-13.38
36	-12.697
37	-3.3538e-002
38	1.2476e-003
39	9.5021e-003
40	-2.2046e-003
41	-4.8287e-003
42	-1.378e-002
43	-1.927e-002
44	-11.98
45	1.6019e-002
46	5.6735e-002
47	6.8799e-002
48	-0.22174
49	-0.10271
50	0.31805
51	0.22638
52	-7.0542
53	-13.21
54	-15.647
55	-15.572
56	-14.964
57	-14.316
58	-13.722
59	-13.092
60	-12.509
61	-11.919
62	-11.912
63	-11.9
64	-11.906
65	-11.939
66	-11.968
67	-3.2028e-002
68	-2.1175e-002
69	-9.982e-004
70	9.5403e-003
71	-1.6231e-002
72	7.3088e-003
73	1.2246e-002
74	-11.994
75	4.5113e-002
76	-5.0347e-002
77	-0.77166
78	1.0806
79	-1.7013
80	-11.111
81	-15.749
82	-15.382
83	-14.473
84	-13.621
85	-12.75
86	-11.93
87	-11.917
88	-11.924
89	-11.976
90	-14.477
91	0.71117
92	-0.43002
93	-15.477
94	-0.11635
95	-4.0263
96	-15.003
97	6.8444e-002
98	-16.592
99	-13.242
100	0.49499
101	-9.745
102	-15.989
103	-13.139
104	-8.735e-002
105	-15.08
106	-11.807
107	-0.43174
108	1.596
109	-14.784
110	-0.21747
111	-13.685
112	-13.891
113	1.6971e-002
114	-16.271
115	0.47926
116	1.2567e-003
117	-13.307
118	-6.6061
119	-5.1043
120	4.082e-002
121	-12.975
122	-16.255
123	-14.449
124	-4.0429e-002
125	-16.133
126	-15.881
127	-15.258
128	-0.79555
129	0.27971
130	6.5649e-003
131	-12.652
132	-15.641
133	0.62446
134	-0.43257
135	-15.268
136	0.
137	0.
138	0.
139	0.
140	-7.9297e-003
141	-1.6193e-002
142	-2.2384e-002
143	-2.366e-002
144	-1.8079e-002
145	-1.4542e-002
146	0.
147	0.
148	-1.4025e-002
149	-3.5977e-002
150	-3.743e-002
151	-3.3371e-002
152	-2.1932e-002
153	-1.1141e-002
154	0.
155	0.
156	0.
157	0.
158	0.
159	0.
160	0.
161	0.
162	0.
163	0.
164	0.
165	0.
166	1.5501e-004
167	2.7027e-004
168	3.8394e-004
169	3.6348e-004
170	2.7332e-004
171	1.4416e-004
172	0.
173	0.
174	0.
175	0.
176	0.
177	0.
178	0.
179	0.
180	0.
181	0.
182	0.
183	0.
184	0.
185	-2.4125e-002
186	-1.7687e-002
187	-0.12065
188	-4.5647e-002
189	-0.12517
190	-3.902e-002
191	0.
192	1.6768e-002
193	9.6785e-002
194	7.148e-002
195	-1.5188e-002
196	3.6912e-002
197	1.6203e-002
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	4.4741e-004
232	1.479e-003
233	1.4963e-003
234	1.5303e-003
235	1.8757e-003
236	2.0436e-003
237	0.
238	0.
239	0.
240	1.3438e-004
241	2.4053e-004
242	3.733e-004
243	3.731e-004
244	2.9031e-004
245	1.355e-004
246	0.
247	0.
248	4.2788e-004
249	-1.0843e-003
250	2.289e-004
251	2.5774e-004
252	-1.9183e-002
253	-2.7306e-006
254	-4.4683e-003
255	-1.2317e-002
256	1.1773e-002
257	-1.1897e-003
258	-2.6923e-003
259	-1.0389e-002
260	4.6185e-003
261	2.3093e-004
262	-7.48e-003
263	-3.7419e-004
264	2.9877e-004
265	-9.6366e-003
266	-1.1527e-003
267	3.4487e-004
268	-3.1542e-003
269	-1.2882e-002
270	3.4419e-004
271	-1.8216e-002
272	2.1439e-004
273	-6.6487e-003
274	-4.6132e-003
275	0.
276	-2.5176e-002
277	2.2177e-004
278	-3.0693e-003
279	0.
280	-6.48e-003
281	3.5638e-003
282	1.3116e-002
283	-1.0756e-002
284	-4.7929e-003
285	-2.8145e-003
286	1.8497e-004
287	-5.0476e-004
288	-1.3764e-002
289	-17.288
290	-17.293
291	-17.293
292	-17.293
293	-17.293
294	-17.293
295	-17.293
296	-17.293
297	-17.293
298	-17.285
299	-17.287
300	-17.287
301	-17.287
302	-17.289
303	-17.289
304	-17.289
305	-17.293
306	-17.293
307	-17.293
308	-17.293
309	-17.293
310	-17.293
311	-17.293
312	-17.293
313	-17.293
314	-17.293
315	-17.293
316	-17.293
317	-17.293
318	-17.293
319	-17.293
320	-17.293
321	-17.293
322	-17.293
323	-17.256
324	-17.278
325	-17.268
326	-17.274
327	-17.279
328	-17.28
329	-17.279
330	-17.278
331	-17.278
332	-17.277
333	-17.254
334	-17.265
335	-17.255
336	-17.255
337	-17.256
338	-17.256
339	-17.256
340	-17.256
341	-17.12
342	-17.121
343	-17.127
344	-17.136
345	-17.147
346	-17.161
347	-17.175
348	-17.19
349	-17.206
350	-17.222
351	-17.239
352	-17.118
353	-17.118
354	-17.293
355	-17.293
356	-17.293
357	-17.293
358	-17.293
359	-17.293
360	-17.289
361	-17.278
362	-17.263
363	-17.245
364	-17.228
365	-17.211
366	-17.195
367	-17.179
368	-17.164
369	-17.15
370	-17.137
371	-17.127
372	-17.122
373	-17.115
374	-17.239
375	-17.222
376	-17.205
377	-17.187
378	-17.17
379	-17.153
380	-17.141
381	-17.133
382	-17.123
383	-17.118
384	-17.118
385	-17.118
386	-17.117
387	-17.116
388	-17.116
389	-17.115
390	-17.292
391	-17.11
392	-17.239
393	-17.293
394	-17.293
395	-17.293
396	-17.293
397	-17.293
398	-17.293
399	-17.237
400	-17.218
401	-17.252
402	-17.269
403	-17.294
404	-17.131
405	-17.294
406	-17.293
407	-17.293
408	-17.211
409	-17.285
410	-17.14
411	-17.193
412	-17.208
413	-17.134
414	-17.162
415	-17.166
416	-17.227
417	-17.122
418	-17.12
419	-17.235
420	-17.183
421	-17.126
422	-17.215
423	-17.186
424	-17.293
425	-17.293
426	-17.293
427	-17.293
428	-17.293
429	-17.293
430	-17.152
431	-17.198
432	-17.295
433	-17.296
434	-17.27
435	-17.237
436	-17.264
437	-17.271
438	-17.12
439	-17.286
440	-17.204
441	-17.249
442	-17.276
