Node Number	Equivalent (von-Mises) Stress (MPa)
1	0.93121
2	0.77873
3	2.1961
4	3.3389
5	5.2899
6	5.1546
7	8.5962
8	22.931
9	18.734
10	34.925
11	29.811
12	67.157
13	32.62
14	44.954
15	8.7047
16	7.8675
17	4.2873
18	3.0262
19	1.5919
20	1.5264
21	1.2839
22	2.7795
23	3.2266
24	5.3056
25	7.1652
26	27.989
27	39.714
28	61.461
29	44.943
30	65.634
31	32.543
32	15.661
33	7.2679
34	8.6126
35	5.7814
36	0.49645
37	1.0288
38	0.69761
39	0.75289
40	0.87809
41	0.44571
42	0.87966
43	0.8805
44	0.19064
45	0.83254
46	2.3237
47	4.2151
48	8.2548
49	8.9765
50	25.524
51	31.996
52	27.822
53	22.138
54	75.629
55	44.804
56	11.842
57	12.754
58	3.5665
59	3.9364
60	0.91878
61	0.74722
62	4.7812
63	3.0803
64	0.71359
65	2.0904
66	2.3126
67	0.86104
68	0.98866
69	1.1685
70	0.79638
71	1.0496
72	0.83088
73	0.75494
74	0.59022
75	0.89519
76	2.9497
77	4.7349
78	15.873
79	34.737
80	57.694
81	49.374
82	32.186
83	14.294
84	4.7902
85	1.5344
86	1.1304
87	3.1739
88	4.1083
89	1.3029
90	5.8664
91	24.449
92	4.8132
93	54.337
94	1.1788
95	27.547
96	9.4414
97	2.1592
98	22.247
99	1.3562
100	9.1137
101	30.669
102	14.265
103	0.66313
104	6.4937
105	7.8294
106	10.53
107	9.7086
108	32.697
109	10.284
110	4.9538
111	21.93
112	4.3884
113	5.0465
114	21.585
115	54.496
116	1.6661
117	1.9396
118	30.841
119	16.653
120	2.0837
121	2.7221
122	69.233
123	6.3297
124	7.3983
125	20.947
126	23.102
127	23.813
128	20.526
129	15.73
130	1.2383
131	2.1357
132	28.25
133	23.757
134	6.446
135	7.9669
136	11.065
137	16.137
138	11.18
139	15.24
140	12.174
141	11.859
142	10.846
143	10.129
144	11.744
145	7.3854
146	10.68
147	9.553
148	7.2811
149	6.8029
150	6.7146
151	7.6358
152	6.8933
153	9.15
154	17.049
155	16.614
156	17.241
157	21.657
158	19.279
159	21.168
160	19.665
161	12.595
162	0.36179
163	0.27702
164	0.31654
165	0.44358
166	1.1307
167	1.7961
168	1.9122
169	3.7731
170	8.0498
171	0.4263
172	0.29887
173	0.2666
174	0.13821
175	0.16362
176	0.21791
177	0.27059
178	9.1382
179	3.5161
180	1.6481
181	1.6481
182	0.60797
183	0.43148
184	9.0524e-002
185	0.31971
186	0.30482
187	0.27834
188	0.46224
189	0.27054
190	0.22812
191	0.17486
192	0.14474
193	0.23207
194	0.29505
195	0.38415
196	12.614
197	1.2604
198	1.1486
199	1.2097
200	2.2685
201	4.1216
202	5.4764
203	7.5939
204	4.0856
205	0.81382
206	7.9172
207	0.54861
208	0.81543
209	1.8568
210	3.2426
211	3.2426
212	2.6122
213	5.6841
214	13.997
215	12.663
216	9.9525
217	8.5481
218	6.1081
219	1.9618
220	1.5552
221	1.1528
222	0.58287
223	0.58287
224	0.23783
225	0.32181
226	1.5207
227	0.68044
228	20.757
229	1.1813
230	1.4318
231	2.9694
232	3.3795
233	4.0818
234	4.1533
235	12.222
236	1.0031
237	0.84803
238	1.0479
239	0.78706
240	0.59678
241	0.92085
242	19.937
243	9.7788
244	21.316
245	16.009
246	14.123
247	9.3174
248	11.178
249	3.8123
250	6.733
251	3.8785
252	1.7767
253	11.509
254	2.6269
255	7.1033
256	14.692
257	1.7626
258	4.4653
259	1.1296
260	3.0592
261	0.32512
262	7.2155e-002
263	0.22245
264	1.975
265	1.3181
266	0.44072
267	1.647
268	3.2042
269	0.41359
270	1.1924
271	0.22241
272	4.7154
273	0.18113
274	4.5047
275	1.3024
276	3.9379
277	5.5649
278	2.7808
279	1.08
280	2.0065
281	6.9311
282	13.882
283	9.7997
284	13.412
285	2.6565
286	1.4929
287	1.4709
288	9.1823
289	9.2761
290	16.359
291	14.137
292	10.053
293	13.572
294	13.928
295	10.041
296	6.5481
297	6.853
298	9.1614
299	31.392
300	13.87
301	21.776
302	7.8849
303	5.7375
304	7.1293
305	10.218
306	9.9837
307	14.759
308	12.837
309	7.0402
310	10.69
311	9.218
312	15.31
313	7.0328
314	5.4983
315	19.978
316	13.339
317	7.0451
318	4.248
319	5.6867
320	7.2906
321	13.527
322	14.036
323	6.037
324	2.726
325	3.3874
326	4.5565
327	3.7126
328	4.3883
329	6.9389
330	6.5614
331	14.131
332	9.4917
333	1.674
334	8.7057
335	9.148
336	9.148
337	9.148
338	2.7939
339	1.3142
340	1.5204
341	0.70265
342	3.6321
343	3.7361
344	16.867
345	8.3442
346	13.765
347	8.7788
348	9.6945
349	11.66
350	15.396
351	4.5055
352	5.0741
353	0.16681
354	0.48326
355	0.98902
356	1.7203
357	3.0103
358	9.0093
359	13.664
360	28.725
361	20.702
362	16.45
363	9.7792
364	6.14
365	4.9214
366	2.9925
367	2.7065
368	3.7335
369	3.4708
370	6.7569
371	8.9392
372	9.3815e-002
373	16.904
374	14.896
375	9.243
376	3.8679
377	2.2417
378	1.043
379	0.57127
380	0.2336
381	1.2716
382	0.65885
383	0.46083
384	0.32872
385	0.27397
386	0.25302
387	6.1154
388	6.7175
389	10.858
390	15.236
391	10.067
392	15.366
393	0.91637
394	0.54352
395	0.35485
396	0.13909
397	6.5595e-002
398	2.5343e-002
399	16.9
400	17.295
401	9.2788
402	3.9387
403	3.2235
404	5.8551
405	1.7323
406	0.44917
407	10.166
408	1.4374
409	11.634
410	14.31
411	0.28856
412	7.0255
413	0.26492
414	3.5346
415	1.0355
416	12.023
417	0.79955
418	4.1317
419	6.3334
420	5.8558
421	8.3616
422	4.0207
423	3.4979
424	9.6924
425	4.9183
426	8.6902
427	4.8617
428	6.7025
429	4.7254
430	2.5291
431	3.4413
432	2.8442
433	1.7496
434	1.1649
435	9.4019
436	2.9702
437	2.3343
438	4.2993
439	2.0367
440	6.8327
441	10.131
442	13.383
443	11.299
444	6.1741
445	3.0274
446	2.4791
