Node Number	Directional Deformation (mm)
1	-1.4659e-003
2	-5.5359e-004
3	0.29391
4	0.25343
5	0.26275
6	0.30388
7	0.65513
8	1.0346
9	1.4705
10	1.3322
11	-0.15911
12	-0.17158
13	0.11108
14	5.4366e-003
15	-2.1715e-002
16	4.5929e-004
17	1.2407e-003
18	2.2975e-003
19	-5.5261e-004
20	1.167
21	-3.057e-003
22	-4.5368e-004
23	4.8701e-003
24	-2.8081e-003
25	-6.293e-003
26	4.5187e-002
27	3.4731e-002
28	-0.82951
29	-2.1501
30	-1.4631
31	-0.16861
32	0.52063
33	0.81841
34	0.82954
35	0.98564
36	1.0887
37	8.3662e-003
38	6.8634e-003
39	5.7037e-003
40	8.1727e-003
41	9.8596e-003
42	8.6195e-003
43	2.6175e-003
44	0.35237
45	9.2638e-003
46	7.8622e-003
47	2.8871e-003
48	-1.7192e-002
49	2.8739e-002
50	1.2274e-002
51	5.4231e-002
52	-9.5784e-002
53	5.8819e-004
54	2.048
55	1.5889
56	0.67403
57	0.17449
58	0.25871
59	0.26118
60	0.28614
61	0.3577
62	0.3567
63	0.31203
64	0.29089
65	0.26657
66	0.26833
67	7.5472e-003
68	-1.2758e-003
69	5.2809e-003
70	5.6922e-003
71	7.2352e-003
72	5.7412e-003
73	6.9699e-003
74	1.1721
75	7.4194e-003
76	1.7304e-002
77	-3.3677e-002
78	7.3797e-002
79	-0.13836
80	-1.2797
81	-0.94291
82	0.27156
83	0.39608
84	0.85539
85	1.0488
86	1.1793
87	1.1486
88	1.1343
89	1.133
90	0.74161
91	-2.239e-002
92	-5.9746e-002
93	-1.554
94	1.332e-002
95	-0.28135
96	0.56792
97	1.5156e-002
98	-2.1523
99	1.0024
100	-6.1871e-002
101	-1.29
102	0.20566
103	0.971
104	-2.8371e-002
105	0.75984
106	-0.11735
107	-4.0541e-002
108	3.8069e-002
109	0.57566
110	-2.0653e-002
111	-0.38436
112	0.35405
113	2.8657e-003
114	1.3109
115	4.182e-002
116	6.4723e-003
117	0.15363
118	-2.5056e-002
119	-6.9151e-003
120	1.0783e-002
121	0.29219
122	0.40114
123	0.26986
124	1.9545e-003
125	-0.38952
126	0.67916
127	0.59904
128	-1.8272e-002
129	-1.5153e-002
130	1.243e-002
131	0.24331
132	1.1055
133	-1.456e-002
134	-1.8175e-002
135	0.59422
136	0.
137	0.
138	0.
139	0.
140	-5.2599e-013
141	-1.5253e-012
142	-6.003e-013
143	-1.3217e-012
144	-1.8162e-012
145	-5.8638e-013
146	0.
147	0.
148	-3.4243e-013
149	-5.2322e-013
150	-5.1504e-013
151	-2.5273e-013
152	-2.3583e-013
153	-2.2322e-013
154	0.
155	0.
156	-9.9901e-013
157	1.4927e-012
158	7.9578e-013
159	-1.9729e-012
160	-2.3176e-012
161	-3.8671e-013
162	0.
163	0.
164	0.
165	0.
166	0.
167	0.
168	0.
169	0.
170	0.
171	0.
172	-8.168e-015
173	-1.7505e-014
174	-2.1435e-014
175	-2.4694e-014
176	-2.2432e-014
177	-1.043e-014
178	0.
179	0.
180	0.
181	0.
182	0.
183	0.
184	0.
185	0.
186	0.
187	0.
188	0.
189	-9.3555e-015
190	-2.0218e-014
191	-2.15e-014
192	-1.8592e-014
193	-1.1764e-014
194	-6.6099e-015
195	0.
196	0.
197	0.
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	0.
232	0.
233	0.
234	0.
235	0.
236	1.6147e-013
237	2.0765e-013
238	2.1096e-013
239	1.8274e-013
240	1.3111e-013
241	4.1712e-014
242	-2.733e-012
243	4.2574e-013
