Node Number	Equivalent (von-Mises) Stress (MPa)
1	3.173
2	1.8297
3	211.92
4	130.08
5	111.9
6	106.29
7	217.59
8	164.66
9	49.928
10	240.2
11	265.47
12	258.32
13	242.19
14	526.15
15	98.971
16	27.414
17	7.8798
18	7.8382
19	4.6521
20	136.49
21	2.1507
22	5.3924
23	2.8348
24	19.542
25	77.626
26	370.25
27	493.9
28	682.65
29	287.53
30	263.77
31	161.35
32	227.6
33	76.084
34	100.91
35	247.11
36	85.555
37	9.9982
38	4.3664
39	2.7684
40	4.4936
41	3.6355
42	5.5239
43	4.1418
44	80.576
45	4.0759
46	11.089
47	18.649
48	49.258
49	46.381
50	398.64
51	202.75
52	303.24
53	396.57
54	277.49
55	223.96
56	256.97
57	63.057
58	62.426
59	66.389
60	53.425
61	51.644
62	65.662
63	79.64
64	74.092
65	129.93
66	107.84
67	6.0946
68	2.3757
69	2.6601
70	2.9108
71	8.3718
72	4.9302
73	2.1442
74	51.303
75	5.2346
76	43.596
77	37.923
78	194.29
79	338.34
80	404.13
81	222.63
82	101.36
83	153.64
84	95.932
85	71.757
86	49.988
87	36.784
88	49.541
89	60.094
90	25.989
91	286.2
92	18.194
93	171.62
94	14.72
95	253.68
96	125.98
97	5.153
98	164.37
99	55.737
100	127.23
101	317.32
102	91.297
103	85.493
104	61.816
105	127.58
106	115.54
107	107.33
108	371.2
109	161.6
110	40.257
111	660.11
112	213.92
113	20.535
114	132.19
115	345.91
116	7.2453
117	165.47
118	209.71
119	170.16
120	1.6047
121	25.848
122	77.889
123	59.425
124	21.29
125	234.73
126	148.14
127	235.44
128	171.97
129	221.69
130	3.5374
131	61.711
132	84.118
133	311.6
134	54.526
135	146.11
136	233.48
137	75.401
138	113.71
139	133.35
140	73.692
141	60.624
142	60.604
143	65.551
144	73.354
145	109.4
146	185.03
147	184.71
148	204.33
149	147.
150	113.73
151	86.979
152	99.702
153	136.22
154	9.8737
155	67.717
156	54.199
157	38.571
158	30.305
159	27.353
160	27.875
161	22.991
162	16.461
163	10.363
164	5.1541
165	4.1824
166	3.073
167	4.7486
168	4.984
169	4.6238
170	7.2382
171	97.92
172	49.58
173	29.77
174	21.503
175	27.321
176	20.813
177	14.436
178	10.462
179	6.2981
180	251.9
181	314.69
182	307.
183	330.94
184	121.66
185	140.25
186	235.87
187	237.89
188	317.68
189	340.12
190	298.89
191	345.89
192	492.27
193	145.64
194	130.28
195	216.9
196	3.8145
197	3.4937
198	3.7529
199	29.764
200	33.037
201	33.048
202	121.84
203	2.3457
204	2.5718
205	7.9343
206	13.27
207	19.103
208	22.886
209	35.546
210	32.499
211	30.868
212	38.384
213	43.855
214	54.26
215	56.968
216	111.2
217	176.36
218	175.32
219	87.072
220	15.909
221	15.909
222	12.712
223	8.4793
224	5.7991
225	9.8798
226	14.82
227	23.548
228	50.512
229	81.802
230	177.4
231	2.8118
232	3.5274
233	5.4729
234	10.074
235	11.585
236	7.5583
237	9.9772
238	9.2951
239	95.874
240	5.0975
241	3.5948
242	2.8145
243	5.5323
244	4.8996
245	7.5514
246	234.73
247	9.9638
248	138.74
249	27.439
250	3.1571
251	19.888
252	10.745
253	16.939
254	35.305
255	6.5926
256	46.314
257	38.266
258	136.45
259	22.067
260	211.03
261	15.768
262	15.698
263	97.623
264	41.55
265	101.31
266	12.145
267	8.8547
268	21.75
269	15.014
270	8.3783
271	31.239
272	7.5664
273	12.836
274	41.134
275	13.427
276	4.6038
277	17.337
278	32.751
279	58.136
280	7.8843
281	42.075
282	111.64
283	53.128
284	11.316
285	21.647
286	23.089
287	135.51
288	17.12
289	211.44
290	118.41
291	119.2
292	14.506
293	9.8642
294	180.36
295	2.7031
296	5.5811
297	110.05
298	384.16
299	188.16
300	316.02
301	92.865
302	208.6
303	232.63
304	251.45
305	111.78
306	225.04
307	125.
308	111.72
309	197.27
310	153.96
311	226.33
312	250.9
313	323.22
314	3.7343
315	244.33
316	113.5
317	60.303
318	38.02
319	15.5
320	5.7191
321	70.257
322	30.187
323	17.744
324	7.6098
325	1.8134
326	5.6839
327	4.6348
328	357.62
329	268.28
330	305.34
331	66.226
332	70.257
333	62.402
334	116.01
335	274.52
336	226.81
337	104.65
338	236.48
339	151.26
340	157.46
341	192.77
342	188.32
343	209.55
344	350.7
345	420.24
346	244.52
347	278.51
348	222.99
349	196.6
350	162.8
351	120.31
352	331.96
353	213.83
354	135.42
355	93.956
356	94.233
357	91.837
358	98.762
359	106.27
360	118.42
361	126.65
362	85.514
363	155.37
364	3.5981
365	11.932
366	30.121
367	59.094
368	100.18
369	192.33
370	247.96
371	336.04
372	261.54
373	166.49
