Node Number	Equivalent (von-Mises) Stress (MPa)
1	8.8939
2	6.1706
3	24.665
4	14.49
5	12.007
6	18.447
7	23.066
8	48.227
9	50.341
10	27.219
11	108.13
12	177.92
13	58.025
14	434.28
15	138.61
16	10.102
17	7.9166
18	12.563
19	9.2596
20	39.995
21	4.9821
22	11.549
23	8.5634
24	19.036
25	89.728
26	290.61
27	144.38
28	356.51
29	96.785
30	136.71
31	36.043
32	19.878
33	16.103
34	17.977
35	17.251
36	17.02
37	15.606
38	6.4551
39	4.0025
40	5.727
41	4.1258
42	6.4269
43	8.1529
44	1.1594
45	5.0566
46	18.462
47	22.515
48	56.106
49	91.694
50	163.42
51	94.43
52	84.297
53	58.041
54	21.756
55	28.88
56	14.966
57	19.698
58	10.099
59	7.6145
60	3.4106
61	2.7258
62	11.277
63	6.5273
64	4.6545
65	18.061
66	13.588
67	9.076
68	3.6858
69	2.6374
70	4.7521
71	10.171
72	5.9291
73	3.2827
74	2.4733
75	5.5407
76	39.101
77	57.785
78	76.344
79	63.932
80	58.968
81	36.231
82	11.999
83	15.381
84	8.4457
85	4.1552
86	4.7454
87	4.2603
88	8.4937
89	11.596
90	5.6171
91	76.599
92	33.403
93	65.932
94	11.454
95	62.084
96	13.327
97	7.5903
98	33.914
99	3.4893
100	48.302
101	88.579
102	4.0433
103	4.8693
104	33.94
105	13.256
106	142.86
107	37.798
108	73.601
109	25.857
110	63.534
111	86.118
112	15.021
113	8.4586
114	48.854
115	182.68
116	7.3526
117	18.206
118	203.68
119	72.979
120	3.6053
121	7.671
122	16.46
123	9.0134
124	11.063
125	118.3
126	26.357
127	83.089
128	149.65
129	135.53
130	6.3312
131	6.6376
132	18.626
133	79.491
134	80.069
135	27.479
136	52.918
137	22.888
138	31.332
139	22.326
140	21.865
141	21.063
142	15.238
143	14.073
144	17.316
145	18.569
146	32.62
147	27.595
148	30.086
149	36.957
150	44.297
151	79.175
152	32.137
153	54.174
154	0.4085
155	21.44
156	16.031
157	8.9088
158	4.743
159	1.5012
160	0.40243
161	0.43455
162	0.37827
163	0.40618
164	0.31189
165	0.2201
166	0.19681
167	0.17667
168	0.19273
169	0.22156
170	0.36682
171	19.493
172	10.503
173	6.8151
174	3.2425
175	2.0873
176	0.61127
177	0.40574
178	0.35242
179	0.30442
180	114.83
181	56.155
182	48.555
183	123.63
184	182.83
185	244.77
186	218.59
187	44.265
188	122.98
189	66.67
190	71.887
191	74.943
192	143.34
193	61.123
194	255.66
195	122.05
196	1.3888
197	2.1225
198	3.0652
199	10.885
200	15.245
201	25.186
202	117.76
203	2.0268
204	2.0953
205	0.43285
206	0.38613
207	0.36178
208	0.24846
209	0.16256
210	3.1047
211	4.6478
212	9.0315
213	13.858
214	18.632
215	19.035
216	38.168
217	45.026
218	27.377
219	23.489
220	13.24
221	13.24
222	6.5762
223	3.3049
224	5.2085
225	4.0759
226	7.3327
227	16.863
228	18.829
229	9.1509
230	33.243
231	2.8149
232	3.5249
233	6.1546
234	6.4164
235	7.6608
236	4.9985
237	0.3371
238	4.0398
239	22.171
240	0.23062
241	0.17831
242	0.1888
243	0.18174
244	0.1882
245	0.33031
246	32.512
247	3.5628
248	22.658
249	16.736
250	0.17493
251	3.5637
252	0.27993
253	0.20329
254	7.4825
255	0.52446
256	25.119
257	17.88
258	89.52
259	9.6999
260	94.691
261	7.8338
262	6.8416
263	30.581
264	51.331
265	26.929
266	4.9293
267	1.0246
268	7.1789
269	2.5814
270	0.44979
271	10.569
272	0.34453
273	1.7173
274	14.594
275	0.87183
276	0.2355
277	0.33906
278	5.1131
279	12.701
280	0.29541
281	29.518
282	24.004
283	32.975
284	0.35727
285	4.206
286	2.0132
287	61.169
288	8.4061
289	26.549
290	71.441
291	56.412
292	10.928
293	4.217
294	46.1
295	2.5104
296	0.26941
297	92.863
298	6.0427
299	3.9083
300	1.2898
301	1.7304
302	4.512
303	5.1507
304	5.932
305	2.6329
306	2.0683
307	3.297
308	5.3722
309	6.1003
310	4.772
311	5.1539
312	4.7395
313	5.445
314	5.6631e-002
315	5.3767
316	2.4963
317	1.1558
318	0.66216
319	0.26361
320	9.7411e-002
321	0.62292
322	0.2478
323	0.14119
324	6.5424e-002
325	2.4357e-002
326	9.59e-002
327	7.5696e-002
328	3.4478
329	2.474
330	2.8259
331	0.60504
332	0.62292
333	0.54939
334	2.0284
335	2.5742
336	2.1971
337	5.7255
338	3.2125
339	2.8617
340	4.524
341	5.7213
342	5.8554
343	4.6928
344	4.0946
345	4.876
