Node Number	Equivalent (von-Mises) Stress (MPa)
1	5.5942e-002
2	4.3754e-002
3	0.20513
4	0.31164
5	0.50102
6	0.5375
7	0.81467
8	1.8752
9	1.4939
10	2.0468
11	2.0538
12	5.1998
13	2.3486
14	3.0328
15	0.42658
16	0.42795
17	0.19737
18	0.13349
19	7.0074e-002
20	0.14421
21	5.6825e-002
22	0.11943
23	0.11706
24	0.24053
25	0.31413
26	1.8457
27	1.8415
28	4.0961
29	2.739
30	4.2109
31	2.3332
32	1.9049
33	0.73501
34	0.82244
35	0.55935
36	5.4654e-002
37	6.102e-002
38	3.351e-002
39	4.8304e-002
40	6.1631e-002
41	2.481e-002
42	4.3229e-002
43	4.221e-002
44	3.5102e-002
45	4.1263e-002
46	0.15053
47	0.25515
48	0.47991
49	0.35233
50	1.4767
51	2.8539
52	2.4692
53	2.0737
54	5.5265
55	2.9476
56	0.78901
57	0.39944
58	0.11377
59	8.9724e-002
60	7.3323e-002
61	4.2747e-002
62	0.21605
63	0.13643
64	6.0891e-002
65	0.20682
66	0.21012
67	4.3385e-002
68	4.2279e-002
69	5.5378e-002
70	3.3985e-002
71	6.8942e-002
72	5.6463e-002
73	4.1277e-002
74	6.0076e-002
75	3.6843e-002
76	0.21146
77	0.23908
78	0.68111
79	2.2912
80	3.569
81	3.01
82	1.8019
83	0.66691
84	0.24068
85	0.11938
86	7.9249e-002
87	0.17121
88	0.33554
89	0.12084
90	0.38204
91	1.0801
92	0.17331
93	3.6196
94	4.3602e-002
95	1.2177
96	1.0438
97	7.9319e-002
98	1.3909
99	0.122
100	0.28502
101	1.3782
102	0.9822
103	5.9933e-002
104	0.24548
105	0.32961
106	0.93369
107	0.47075
108	2.5498
109	1.099
110	0.26529
111	1.1489
112	0.27615
113	0.29243
114	1.6017
115	4.1947
116	9.4388e-002
117	0.19831
118	2.3721
119	1.8256
120	9.7789e-002
121	0.10273
122	4.6631
123	0.25404
124	0.39028
125	1.1723
126	1.7889
127	1.4967
128	1.8043
129	1.106
130	7.5895e-002
131	0.10661
132	1.9974
133	1.7257
134	0.2875
135	0.86637
136	0.69685
137	0.69593
138	0.65995
139	0.90373
140	0.65543
141	0.80997
142	0.58787
143	0.75311
144	0.72991
145	0.7123
146	0.61694
147	0.76175
148	0.48705
149	0.46947
150	0.45801
151	0.55062
152	0.43812
153	0.53104
154	0.99005
155	0.81374
156	1.0168
157	1.3991
158	1.3464
159	1.7446
160	1.3841
161	1.145
162	0.98612
163	0.9632
164	2.1151e-002
165	2.0183e-002
166	2.042e-002
167	1.9378e-002
168	8.3084e-002
169	0.1277
170	0.1052
171	0.1968
172	0.32162
173	4.3734e-002
174	2.4836e-002
175	1.7468e-002
176	1.4939e-002
177	1.701e-002
178	1.4688e-002
179	1.5801e-002
180	0.45605
181	0.29626
182	0.16485
183	0.16485
184	7.6026e-002
185	5.7787e-002
186	1.3171e-002
187	2.8347e-002
188	2.4428e-002
189	3.5722e-002
190	2.0427e-002
191	1.6764e-002
192	1.3559e-002
193	1.3703e-002
194	1.5363e-002
195	2.8534e-002
196	1.1035
197	5.0605e-002
198	5.1545e-002
199	5.3347e-002
200	9.9932e-002
201	0.15169
202	0.42864
203	0.60496
204	0.32409
205	5.4636e-002
206	0.54208
207	3.7497e-002
208	3.7629e-002
209	0.15635
210	0.31927
211	0.31927
212	0.24404
213	0.70532
214	0.76454
215	0.76823
216	0.72006
217	0.58693
218	0.40546
219	0.2434
220	0.16781
221	0.11444
222	9.5582e-002
223	6.9236e-002
224	4.0487e-002
225	3.3871e-002
226	5.664e-002
227	3.2959e-002
228	1.4062
229	4.5885e-002
230	8.6855e-002
231	0.26588
232	0.29734
233	0.31565
234	0.29035
235	0.69594
236	4.1499e-002
237	4.632e-002
238	6.6005e-002
239	5.7327e-002
240	4.158e-002
241	3.8137e-002
242	1.3595
243	1.4439
244	1.7033
245	1.1266
246	0.93655
247	0.84333
248	0.81221
249	0.24827
250	0.35613
251	0.27784
252	9.3244e-002
253	0.4736
254	0.19352
255	0.34915
256	0.97568
257	0.10706
258	0.15979
259	7.7368e-002
260	0.18943
261	4.0899e-002
262	9.9298e-003
263	1.6065e-002
264	0.13016
265	5.7195e-002
266	1.9052e-002
267	5.2655e-002
268	3.3054e-002
269	0.21027
270	6.6688e-002
271	0.25399
272	1.2961e-002
273	0.15958
274	1.1941e-002
275	0.10891
276	0.14742
277	0.3454
278	0.24019
279	8.6265e-002
280	0.16875
281	8.6237e-002
282	0.19221
283	0.58901
284	0.93546
285	0.71565
286	0.10454
287	0.21207
288	0.91416
289	0.4302
290	0.61246
291	0.5926
292	0.86831
293	0.98071
294	0.49595
295	0.81283
296	0.84948
297	0.53131
298	0.35807
299	0.32312
300	0.39932
301	1.8971
302	0.86778
303	0.88543
304	0.67431
305	0.53196
306	0.37967
307	0.82405
308	0.79186
309	0.80195
310	0.73954
311	0.4561
312	0.74994
313	0.62453
314	1.029
315	0.45217
316	0.43731
317	0.8371
318	1.0575
319	0.90345
320	0.71026
321	0.47917
322	0.49622
323	0.85306
324	0.82285
325	0.34996
326	0.30278
327	0.1931
328	0.36941
329	0.36081
330	0.21628
331	0.33752
332	0.58003
333	0.67468
334	0.66571
335	0.66785
336	9.4722e-002
337	0.59855
338	0.52286
339	0.52286
340	0.52286
341	0.15886
342	7.6184e-002
343	8.5847e-002
344	4.175e-002
345	0.18895
346	0.25223
347	1.5137
348	0.88588
349	0.35878
350	0.91305
351	1.2405
352	1.4499
353	0.7648
354	0.92423
355	0.29139
356	0.51626
357	0.56919
358	1.0313e-002
359	2.9776e-002
360	6.1403e-002
361	0.10668
362	0.18595
363	0.53551
364	0.78638
365	1.7332
366	1.2548
367	0.91898
368	0.67297
369	0.39519
370	0.18947
371	0.26771
372	0.46158
373	0.40144
374	0.30106
375	0.32705
376	0.30477
377	6.1806e-003
378	1.1609
379	0.85613
380	0.54903
381	0.23554
382	0.1384
383	6.478e-002
384	3.5272e-002
385	1.4487e-002
386	7.2637e-002
387	3.8246e-002
388	2.7048e-002
389	1.9775e-002
390	1.6945e-002
391	1.5534e-002
392	0.40254
393	0.42619
394	0.82928
395	1.298
396	1.1491
397	1.0697
398	5.1066e-002
399	3.0661e-002
400	2.0255e-002
401	7.7053e-003
402	3.5858e-003
403	1.8924e-003
404	0.55535
405	0.73028
406	0.39785
407	0.27489
408	0.20853
409	0.35358
410	0.11049
411	2.7552e-002
412	0.71337
413	8.8768e-002
414	0.67967
415	0.88628
416	1.7856e-002
417	0.4873
418	1.6368e-002
419	0.20217
420	6.6936e-002
421	0.728
422	4.9562e-002
423	0.25006
424	0.45224
425	0.38494
426	0.29242
427	0.43577
428	0.30875
429	0.56018
430	0.23582
431	0.32011
432	0.41304
433	0.57642
434	0.35458
435	0.43977
436	0.47228
437	0.26146
438	0.37441
439	0.16844
440	7.2518e-002
441	0.64363
442	0.18521
443	0.15213
444	0.32809
445	8.9854e-002
446	0.12509
447	0.54943
448	0.39676
449	0.59545
450	0.83374
451	0.31063
452	0.3598
453	0.16808
454	0.12999
455	0.78441
