Node Number	Equivalent (von-Mises) Stress (MPa)
1	2.5614
2	1.026
3	232.91
4	203.04
5	197.1
6	167.18
7	351.16
8	191.58
9	152.22
10	459.4
11	382.71
12	404.75
13	369.08
14	271.37
15	37.347
16	24.485
17	5.6262
18	9.8177
19	4.8866
20	160.5
21	1.4559
22	5.1037
23	6.8952
24	20.96
25	18.381
26	143.83
27	345.64
28	470.71
29	454.61
30	701.43
31	162.81
32	338.72
33	143.26
34	156.32
35	417.81
36	129.69
37	4.4409
38	3.0203
39	2.713
40	3.4376
41	2.1151
42	3.9534
43	3.4524
44	134.69
45	2.2795
46	8.2801
47	16.487
48	50.355
49	62.062
50	212.65
51	402.78
52	527.42
53	652.36
54	358.8
55	368.88
56	470.58
57	109.55
58	115.43
59	116.35
60	100.77
61	99.806
62	114.14
63	103.91
64	101.08
65	210.96
66	162.66
67	3.5935
68	2.07
69	2.9829
70	1.7395
71	6.0067
72	1.849
73	2.9819
74	94.985
75	2.4622
76	21.582
77	59.153
78	102.95
79	453.1
80	514.14
81	573.91
82	136.99
83	254.22
84	176.82
85	129.75
86	88.791
87	55.055
88	83.502
89	89.923
90	38.518
91	191.13
92	10.72
93	400.22
94	9.3011
95	252.64
96	163.52
97	3.9258
98	270.55
99	99.923
100	64.516
101	334.29
102	139.76
103	148.86
104	11.153
105	237.87
106	246.5
107	19.472
108	315.37
109	230.42
110	11.168
111	751.74
112	373.95
113	12.214
114	135.65
115	443.01
116	4.025
117	266.98
118	463.75
119	170.39
120	3.8227
121	47.467
122	336.19
123	123.69
124	18.167
125	347.11
126	352.65
127	267.77
128	320.53
129	73.667
130	2.427
131	91.884
132	188.95
133	262.73
134	27.208
135	232.86
136	14.037
137	3.0767
138	6.058
139	2.0877
140	2.4085
141	2.5979
142	5.7145
143	8.4
144	11.495
145	17.172
146	11.055
147	4.8332
148	3.6346
149	2.8742
150	4.2065
151	13.431
152	172.58
153	124.21
154	101.57
155	76.722
156	66.781
157	58.587
158	57.092
159	29.298
160	11.691
161	182.87
162	183.52
163	179.87
164	213.35
165	10.451
166	10.638
167	12.378
168	30.673
169	38.335
170	55.248
171	91.518
172	133.56
173	3.5715
174	7.8743
175	18.997
176	46.136
177	65.035
178	60.514
179	55.72
180	64.567
181	74.5
182	108.9
183	137.66
184	152.98
185	200.17
186	185.83
187	177.3
188	81.701
189	29.928
190	29.928
191	27.697
192	18.382
193	206.87
194	126.61
195	69.244
196	75.595
197	75.595
198	54.705
199	41.91
200	20.383
201	14.191
202	12.713
203	190.56
204	15.
205	361.31
206	12.678
207	25.854
208	39.727
209	31.878
210	67.004
211	74.309
212	183.71
213	269.3
214	231.99
215	250.44
216	169.35
217	155.24
218	120.35
219	121.83
220	120.74
221	147.46
222	235.79
223	232.54
224	338.14
225	202.1
226	148.1
227	158.3
228	11.75
229	10.444
230	9.715
231	14.438
232	18.887
233	16.04
234	236.24
235	326.85
236	798.22
237	395.69
238	240.09
239	209.63
240	289.92
241	448.36
242	563.95
243	238.88
244	238.69
245	175.88
246	30.377
247	175.64
248	25.41
249	61.122
250	10.697
251	18.466
252	147.26
253	35.125
254	129.1
255	260.92
256	16.74
257	84.519
258	8.7355
259	63.102
260	18.305
261	23.164
262	45.799
263	15.594
264	47.323
265	71.428
266	2.8557
267	79.857
268	3.9467
269	43.067
270	32.123
271	6.3216
272	11.685
273	39.842
274	22.109
275	52.392
276	72.257
277	80.758
278	60.09
279	47.036
280	378.57
281	260.31
282	230.46
283	192.43
284	128.98
285	171.19
286	10.647
287	34.368
288	8.1256
289	301.47
290	338.27
291	219.41
292	160.17
293	149.35
294	139.09
295	251.64
296	290.97
297	80.782
298	68.236
299	126.74
300	588.26
301	217.26
302	103.85
303	146.39
304	334.56
305	213.81
306	170.6
307	72.746
308	288.9
309	536.08
310	772.05
311	210.05
312	112.01
313	37.817
314	242.8
315	206.71
316	206.71
317	206.71
318	63.749
319	30.182
320	34.21
321	16.234
322	92.213
323	129.89
324	182.49
325	59.366
326	77.099
327	111.95
328	108.75
329	56.575
330	55.248
331	123.77
332	3.0408
333	8.7812
334	18.373
335	31.287
336	54.566
337	154.28
338	241.18
339	580.15
340	434.13
341	300.78
342	210.84
343	141.37
344	80.812
345	95.448
346	88.883
347	105.55
348	66.664
349	98.834
350	119.7
351	1.8466
352	329.73
353	279.27
354	169.01
355	69.873
356	40.686
357	19.397
358	10.426
359	4.2722
360	367.08
361	444.45
362	262.16
363	28.813
364	14.713
365	10.328
366	7.6929
367	5.699
368	4.5423
369	347.5
370	236.
371	156.37
372	105.17
373	171.21
374	155.73
375	159.79
376	415.63
377	659.44
378	372.19
379	284.49
380	370.86
381	322.12
382	232.47
383	280.98
384	204.44
385	231.11
386	303.82
387	129.22
388	188.95
389	394.1
390	528.68
391	272.54
392	337.67
393	20.117
394	11.843
395	7.6864
396	2.9259
397	0.9968
398	0.57367
399	421.53
400	190.66
401	306.
402	79.752
403	107.66
404	38.439
405	10.614
406	283.37
407	26.064
408	191.19
409	296.05
410	6.49
411	197.6
412	4.7931
413	83.539
414	162.13
415	85.159
416	67.626
417	184.27
418	105.84
419	71.468
420	147.36
421	95.161
422	152.33
423	114.92
424	25.218
425	229.27
426	14.905
427	71.866
428	124.67
429	139.89
430	61.
431	52.401
432	33.546
433	30.768
434	257.36
435	76.256
436	60.468
437	74.945
438	51.673
439	174.82
440	116.83
441	336.29
442	204.65
443	194.9
444	48.866
445	53.712
446	65.783
