Node Number	Equivalent (von-Mises) Stress (MPa)
1	2.3221
2	3.0119
3	20.11
4	30.478
5	50.314
6	157.99
7	208.86
8	254.02
9	237.69
10	676.55
11	1175.7
12	391.21
13	654.36
14	162.27
15	102.23
16	50.501
17	20.942
18	11.376
19	4.7752
20	14.946
21	4.2437
22	10.314
23	25.416
24	43.464
25	57.13
26	137.77
27	455.76
28	808.63
29	1210.2
30	1035.2
31	441.37
32	509.06
33	122.21
34	169.28
35	27.532
36	9.9766
37	3.2528
38	3.0855
39	3.8876
40	2.8159
41	5.4536
42	3.5158
43	3.529
44	3.0691
45	4.178
46	29.748
47	18.91
48	46.379
49	187.29
50	213.55
51	429.85
52	1284.9
53	2060.
54	544.36
55	576.11
56	393.8
57	242.69
58	63.139
59	23.961
60	5.7958
61	4.3834
62	18.718
63	12.638
64	8.5533
65	20.674
66	20.569
67	5.6411
68	4.7119
69	5.7371
70	5.3042
71	4.809
72	6.6356
73	5.824
74	4.9564
75	15.419
76	32.939
77	84.193
78	128.95
79	538.67
80	987.57
81	949.21
82	226.2
83	264.9
84	61.334
85	8.3142
86	7.1101
87	16.111
88	30.09
89	11.064
90	113.91
91	189.73
92	19.108
93	853.28
94	10.229
95	352.73
96	205.22
97	13.507
98	780.75
99	17.227
100	53.409
101	589.62
102	192.82
103	15.182
104	48.974
105	89.342
106	1027.2
107	56.881
108	344.68
109	309.22
110	40.266
111	1808.
112	125.73
113	16.858
114	325.52
115	622.76
116	7.7738
117	57.313
118	1156.6
119	358.46
120	7.6869
121	20.116
122	261.38
123	140.12
124	13.908
125	1050.5
126	144.01
127	896.54
128	515.25
129	73.982
130	4.1889
131	13.611
132	256.95
133	196.44
134	100.64
135	267.69
136	31.669
137	41.22
138	35.158
139	28.652
140	20.033
141	10.945
142	15.206
143	22.608
144	31.377
145	36.228
146	36.362
147	30.469
148	18.488
149	18.172
150	13.074
151	23.877
152	706.42
153	519.38
154	431.09
155	263.64
156	182.15
157	115.94
158	98.948
159	29.99
160	23.517
161	812.21
162	769.77
163	805.71
164	941.95
165	38.826
166	24.192
167	38.882
168	105.21
169	158.14
170	253.65
171	619.47
172	760.71
173	30.771
174	29.749
175	26.708
176	57.495
177	105.77
178	131.87
179	146.92
180	235.17
181	321.71
182	445.93
183	562.2
184	645.9
185	865.48
186	869.
187	813.03
188	503.65
189	201.27
190	201.27
191	164.91
192	106.09
193	814.83
194	492.71
195	235.33
196	214.72
197	214.72
198	131.86
199	70.876
200	35.694
201	34.079
202	98.743
203	743.16
204	80.369
205	1234.1
206	85.003
207	151.42
208	231.6
209	278.72
210	348.63
211	413.79
212	862.43
213	930.79
214	925.98
215	985.21
216	659.88
217	595.69
218	482.78
219	468.28
220	489.13
221	607.62
222	906.3
223	875.82
224	1241.5
225	686.52
226	659.18
227	711.42
228	44.596
229	58.699
230	58.328
231	103.47
232	128.66
233	110.55
234	774.1
235	1065.5
236	2680.2
237	1359.3
238	1174.1
239	946.63
240	896.48
241	1575.8
242	1821.9
243	737.35
244	1073.1
245	830.24
246	192.77
247	757.71
248	184.5
249	237.9
250	79.829
251	75.149
252	380.36
253	201.81
254	460.81
255	673.86
256	98.581
257	500.92
258	72.146
259	204.41
260	27.791
261	69.007
262	184.32
263	34.396
264	134.78
265	273.35
266	20.478
267	322.32
268	16.486
269	120.72
270	64.122
271	10.995
272	11.879
273	169.69
274	75.372
275	162.88
276	401.51
277	229.05
278	219.3
279	104.28
280	1204.7
281	923.92
282	836.62
283	902.53
284	466.84
285	729.76
286	90.288
287	236.51
288	71.287
289	650.18
290	776.65
291	480.48
292	356.79
293	336.11
294	323.15
295	570.08
296	664.67
297	196.15
298	146.06
299	280.75
300	553.55
301	285.56
302	264.66
303	358.29
304	751.05
305	489.35
306	394.65
307	192.11
308	663.72
309	1135.8
310	680.24
311	1318.1
312	329.65
313	93.482
314	602.6
315	510.48
316	510.48
317	510.48
318	157.84
319	74.645
320	84.523
321	40.182
322	410.51
323	347.67
324	397.37
325	133.
326	170.92
327	246.86
328	238.53
329	130.9
330	126.35
331	321.21
332	7.2448
333	20.891
334	43.681
335	74.167
336	128.02
337	360.96
338	556.75
339	1458.6
340	1124.1
341	626.36
342	427.43
343	326.73
344	199.9
345	212.55
346	191.71
347	231.45
348	143.22
349	210.5
350	250.15
351	4.4069
352	925.86
353	650.29
354	396.3
355	164.31
356	96.366
357	46.15
358	24.804
359	10.183
360	1258.
361	760.5
362	377.46
363	71.197
364	36.128
365	25.252
366	18.83
367	13.758
368	10.801
369	565.09
370	704.07
371	296.14
372	380.17
373	481.84
374	418.8
375	950.11
376	1275.3
377	1899.3
378	1161.
379	1134.3
380	1428.1
381	1336.4
382	1264.2
383	1073.6
384	764.53
385	837.19
386	717.45
387	406.1
388	611.05
389	1234.3
390	1560.9
391	736.89
392	798.81
393	49.547
394	29.04
395	18.799
396	7.1651
397	2.3468
398	1.3717
399	944.26
400	306.02
401	1549.7
402	194.32
403	256.06
404	92.916
405	26.138
406	701.26
407	62.006
408	446.65
409	715.69
410	15.776
411	490.38
412	11.405
413	208.35
414	363.11
415	194.48
416	132.77
417	424.06
418	262.23
419	178.7
420	330.97
421	224.46
422	357.92
423	260.58
424	61.545
425	569.52
426	35.564
427	169.39
428	254.36
429	341.22
430	106.02
431	110.66
432	65.445
433	77.15
434	704.21
435	192.64
436	169.5
437	136.05
438	140.
439	507.
440	191.04
441	874.97
442	899.5
443	809.38
444	126.02
445	120.34
446	151.53
