Node Number	Directional Deformation (mm)
1	-6.4073e-003
2	-8.2202e-003
3	-11.515
4	-12.482
5	-13.395
6	-14.272
7	-14.932
8	-15.253
9	-15.25
10	-12.666
11	-8.4628
12	-0.57713
13	-7.4789e-003
14	-0.8394
15	-5.6355e-002
16	-1.8233e-002
17	3.6207e-003
18	-1.5248e-002
19	-1.2645e-002
20	-11.559
21	-1.6801e-002
22	-1.4533e-002
23	1.2278e-002
24	-4.4816e-002
25	-0.10334
26	-0.68608
27	1.0011
28	-1.9389
29	-9.1291
30	-13.311
31	-15.248
32	-15.355
33	-14.995
34	-14.303
35	-13.414
36	-12.509
37	-1.286e-002
38	-1.0273e-002
39	-3.564e-003
40	-8.9426e-004
41	-1.0026e-003
42	-6.172e-003
43	-1.1921e-002
44	-11.843
45	-5.8344e-003
46	1.1051e-002
47	9.5617e-002
48	0.13351
49	-0.21162
50	-0.26236
51	0.54863
52	-2.7523
53	-10.404
54	-15.315
55	-16.331
56	-15.861
57	-15.333
58	-14.512
59	-13.682
60	-12.776
61	-11.796
62	-11.768
63	-11.718
64	-11.699
65	-11.663
66	-11.595
67	-1.7066e-002
68	-1.6171e-002
69	-4.8763e-003
70	-6.8188e-003
71	-1.9615e-003
72	-1.7813e-005
73	-8.8612e-003
74	-11.872
75	3.6637e-003
76	7.1955e-002
77	-1.9087e-002
78	-0.56753
79	3.0006e-002
80	-7.7607
81	-15.403
82	-16.449
83	-15.578
84	-14.401
85	-13.181
86	-11.806
87	-11.752
88	-11.721
89	-11.652
90	-14.966
91	0.72079
92	-0.10483
93	-12.364
94	1.0652e-002
95	1.5617
96	-15.413
97	3.9121e-002
98	-13.83
99	-13.63
100	-0.29514
101	-4.6227
102	-15.773
103	-13.335
104	-0.1058
105	-15.357
106	-6.1409
107	-3.6118e-002
108	0.35721
109	-15.18
110	-0.22414
111	-9.8889
112	-14.344
113	3.0167e-002
114	-15.214
115	0.9646
116	2.4726e-002
117	-13.606
118	-0.20464
119	0.26759
120	1.2315e-002
121	-13.388
122	-14.94
123	-15.068
124	2.9823e-002
125	-13.046
126	-15.454
127	-9.0067
128	1.6268
129	-0.32398
130	6.077e-003
131	-12.786
132	-15.87
133	9.3818e-002
134	-0.24787
135	-15.424
136	0.
137	0.
138	0.
139	0.
140	-6.7358e-003
141	-1.3464e-002
142	-2.4132e-002
143	-2.3161e-002
144	-1.6839e-002
145	-7.1898e-003
146	0.
147	0.
148	-1.1167e-002
149	-2.1249e-002
150	-3.1163e-002
151	-3.8051e-002
152	-3.0651e-002
153	-1.3671e-002
154	0.
155	0.
156	0.
157	0.
158	0.
159	0.
160	0.
161	0.
162	0.
163	0.
164	0.
165	9.8158e-005
166	1.8188e-004
167	2.5652e-004
168	2.5733e-004
169	2.0506e-004
170	1.0627e-004
171	0.
172	0.
173	0.
174	0.
175	0.
176	0.
177	0.
178	0.
179	0.
180	0.
181	0.
182	0.
183	-1.4444e-002
184	-4.3654e-002
185	-9.7191e-002
186	-5.699e-002
187	2.1116e-004
188	-2.0955e-002
189	0.
190	1.687e-002
191	2.9166e-002
192	-2.9512e-002
193	-0.17105
194	-8.2319e-002
195	5.7849e-002
196	0.
197	0.
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	-2.6899e-004
232	9.7323e-004
233	1.5389e-003
234	1.9011e-003
235	2.4553e-003
236	1.4085e-003
237	0.
238	0.
239	0.
240	1.0325e-004
241	1.7196e-004
242	2.5835e-004
243	2.6062e-004
244	2.089e-004
245	1.2047e-004
246	0.
247	0.
248	0.
249	0.
250	2.8889e-004
251	-2.0062e-003
252	1.5427e-004
253	5.5014e-005
254	-2.3996e-002
255	-6.8674e-005
256	-1.5812e-002
257	8.2879e-004
258	4.503e-002
259	1.0103e-004
260	5.2088e-002
261	1.4015e-003
262	-1.9532e-003
263	9.0335e-003
264	3.5125e-003
265	1.829e-003
266	1.227e-003
267	-3.1906e-005
268	-7.3723e-003
269	-2.1144e-003
270	1.4196e-004
271	-1.2763e-002
272	2.7861e-004
273	-1.1862e-003
