Node Number	Directional Deformation (mm)
1	-6.0305e-003
2	-6.5346e-003
3	-12.796
4	-14.402
5	-15.794
6	-17.029
7	-17.56
8	-16.72
9	-14.982
10	-9.9781
11	-1.6856
12	0.93854
13	-0.49225
14	-0.13136
15	3.9424e-002
16	-2.0731e-002
17	-4.0002e-003
18	8.3726e-003
19	5.933e-003
20	-12.873
21	1.0425e-002
22	8.5398e-003
23	-1.0056e-002
24	-8.905e-003
25	1.252e-002
26	-8.7432e-002
27	-6.7735e-002
28	0.26811
29	-3.0031
30	-10.972
31	-15.215
32	-16.882
33	-17.646
34	-17.14
35	-15.854
36	-14.448
37	6.5506e-004
38	2.795e-003
39	3.9974e-004
40	6.2852e-004
41	4.4433e-003
42	2.8009e-003
43	4.6495e-003
44	-13.357
45	3.5986e-003
46	-4.548e-003
47	-2.6521e-002
48	1.3269e-002
49	2.845e-002
50	4.9057e-002
51	-0.13978
52	0.37194
53	-4.1542e-002
54	-11.423
55	-16.253
56	-18.019
57	-18.113
58	-17.241
59	-16.189
60	-14.849
61	-13.452
62	-13.497
63	-13.462
64	-13.437
65	-13.304
66	-13.107
67	2.1695e-003
68	9.155e-003
69	8.1911e-004
70	8.5062e-003
71	-1.9532e-004
72	-1.5566e-003
73	5.2579e-004
74	-13.419
75	-4.1049e-003
76	-1.9181e-002
77	9.4021e-002
78	-0.23623
79	-0.15769
80	0.26422
81	-11.725
82	-17.561
83	-18.462
84	-17.176
85	-15.487
86	-13.525
87	-13.526
88	-13.48
89	-13.237
90	-18.032
91	-0.56648
92	0.12662
93	-10.049
94	-2.8116e-003
95	0.32823
96	-18.05
97	-3.4477e-002
98	-10.237
99	-16.28
100	-0.13441
101	0.26244
102	-16.717
103	-15.843
104	5.1735e-002
105	-17.724
106	-0.13546
107	0.15439
108	-0.36604
109	-17.986
110	5.6133e-002
111	-4.282
112	-17.158
113	-2.4515e-002
114	-14.282
115	-0.39362
116	-6.2345e-003
117	-16.247
118	1.714
119	1.0319e-002
120	-6.1444e-003
121	-15.884
122	-13.788
123	-17.909
124	-1.7734e-003
125	-7.9001
126	-15.881
127	-3.6914
128	0.38179
129	-8.9479e-003
130	1.8561e-003
131	-15.058
132	-16.761
133	-2.4346e-002
134	8.533e-002
135	-17.854
136	0.
137	0.
138	0.
139	0.
140	7.0933e-013
141	1.2391e-012
142	1.9312e-012
143	3.3726e-012
144	7.46e-013
145	2.3023e-013
146	0.
147	0.
148	7.9733e-013
149	1.7056e-012
150	2.6484e-012
151	2.7578e-012
152	1.8974e-012
153	1.0877e-012
154	0.
155	0.
156	0.
157	4.6271e-013
158	7.1774e-013
159	-2.7852e-012
160	2.5455e-012
161	-1.0569e-012
162	-2.1366e-013
163	0.
164	0.
165	0.
166	0.
167	0.
168	0.
169	0.
170	0.
171	0.
172	0.
173	0.
174	-5.8044e-014
175	-1.0017e-013
176	-1.1329e-013
177	-1.0893e-013
178	-7.7348e-014
179	-3.2477e-014
180	0.
181	0.
182	0.
183	0.
184	0.
185	0.
186	0.
187	0.
188	0.
189	0.
190	-3.1773e-014
191	-7.6363e-014
192	-1.0424e-013
193	-1.1889e-013
194	-1.0472e-013
195	-5.0843e-014
196	0.
197	0.
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	0.
232	0.
233	0.
234	0.
235	0.
236	4.3272e-014
237	5.4292e-014
238	6.4443e-014
239	2.3082e-014
240	-9.9415e-015
241	1.0346e-014
242	-2.8308e-012
243	4.9443e-012
244	1.5791e-011
245	1.1193e-011
246	-1.1642e-012
247	-2.5631e-013
248	0.
249	1.8022e-012
250	-3.8992e-012
251	-1.1015e-013
252	-1.0887e-013
253	-3.3461e-012
254	1.8338e-014
255	-9.0729e-013
256	9.2015e-012
257	-4.3994e-014
258	7.6708e-013
259	-9.9585e-014
260	8.4181e-013
261	1.3126e-013
262	-8.5587e-014
263	-5.6845e-014
264	3.4991e-012
265	6.765e-013
266	1.7181e-013
267	5.0823e-013
268	2.1844e-014
269	1.4435e-012
270	3.0026e-013
271	8.0947e-013
272	-6.7088e-014
273	7.6613e-013
274	-8.6817e-014
275	2.6004e-013
276	-2.7903e-013
277	2.7836e-012
278	0.
279	0.
280	5.3412e-013
281	0.
282	0.
283	5.007e-013
284	6.1145e-012
285	1.1362e-014
286	-4.0861e-014
287	-1.0625e-012
288	1.4437e-012
289	-8.48e-014
290	6.7717e-013
291	-3.5714
292	-3.5714
293	-3.5714
294	-3.5714
295	-3.5714
296	-3.5714
297	-3.5714
298	-3.5714
299	-3.5714
300	-3.5714
301	-3.5714
302	-3.5714
303	-3.5714
304	-3.5714
305	-3.5714
306	-3.5714
307	-3.5714
308	-3.5714
309	-3.5714
310	-3.5714
311	-3.5714
312	-3.5714
313	-3.5714
314	-3.5714
315	-3.5714
316	-3.5714
317	-3.5714
318	-3.5714
319	-3.5714
320	-3.5714
321	-3.5714
322	-3.5714
323	-3.5714
324	-3.5714
325	-3.5714
326	-3.5714
327	-3.5714
328	-3.5714
329	-3.5714
330	-3.5714
331	-3.5714
332	-3.5714
333	-3.5714
334	-3.5714
335	-3.5714
336	-3.5714
337	-3.5714
338	-3.5714
339	-3.5714
340	-3.5714
341	-3.5714
342	-3.5714
343	-3.5714
344	-3.5714
345	-3.5714
346	-3.5714
347	-3.5714
348	-3.5714
349	-3.5714
350	-3.5714
351	-3.5714
352	-3.5714
353	-3.5714
354	-3.5714
355	-3.5714
356	-3.5714
357	-3.5714
358	-3.5714
359	-3.5714
360	-3.5714
361	-3.5714
362	-3.5714
363	-3.5714
364	-3.5714
365	-3.5714
366	-3.5714
