Node Number	Equivalent (von-Mises) Stress (MPa)
1	6.7259
2	4.6423
3	59.926
4	111.18
5	136.08
6	124.86
7	215.53
8	204.54
9	116.85
10	158.47
11	210.91
12	606.61
13	324.57
14	440.11
15	398.39
16	82.588
17	5.3591
18	10.132
19	3.5218
20	44.533
21	1.9017
22	4.7019
23	19.575
24	44.807
25	260.92
26	433.25
27	537.09
28	773.18
29	171.1
30	440.88
31	257.31
32	251.25
33	82.998
34	113.55
35	252.46
36	61.694
37	16.909
38	5.7336
39	4.3362
40	7.8971
41	10.019
42	9.2325
43	4.9934
44	26.891
45	6.2692
46	33.77
47	28.823
48	85.709
49	351.69
50	406.87
51	310.98
52	689.
53	299.62
54	413.14
55	267.79
56	204.38
57	47.425
58	58.718
59	51.716
60	41.862
61	37.206
62	44.659
63	57.622
64	62.457
65	119.96
66	76.222
67	9.5922
68	1.0364
69	5.2427
70	8.132
71	15.153
72	11.37
73	3.5969
74	29.856
75	13.076
76	71.539
77	194.91
78	306.41
79	337.8
80	419.54
81	216.98
82	163.71
83	100.56
84	91.495
85	64.077
86	48.646
87	33.91
88	34.958
89	33.34
90	21.116
91	377.41
92	64.504
93	167.46
94	18.098
95	263.51
96	149.01
97	11.648
98	95.376
99	45.267
100	240.76
101	428.76
102	109.65
103	90.35
104	184.65
105	128.13
106	96.316
107	249.95
108	306.48
109	195.01
110	120.39
111	526.77
112	213.61
113	14.062
114	129.87
115	189.96
116	12.003
117	167.94
118	389.06
119	290.49
120	4.7333
121	30.742
122	243.74
123	51.493
124	38.532
125	210.46
126	96.313
127	143.86
128	347.7
129	355.12
130	11.42
131	61.799
132	113.9
133	225.77
134	174.38
135	159.34
136	367.79
137	145.55
138	188.66
139	234.02
140	130.59
141	110.83
142	122.2
143	115.54
144	104.18
145	156.18
146	230.63
147	217.11
148	255.33
149	273.25
150	161.98
151	204.62
152	175.89
153	203.83
154	5.4693
155	100.22
156	76.024
157	55.809
158	38.649
159	27.959
160	29.821
161	33.295
162	27.903
163	20.354
164	9.774
165	4.1387
166	3.0376
167	2.274
168	2.348
169	1.5594
170	3.483
171	5.3457
172	149.15
173	74.72
174	50.492
175	29.356
176	26.28
177	29.97
178	18.254
179	11.885
180	8.323
181	4.919
182	451.3
183	570.91
184	390.95
185	403.29
186	113.99
187	125.21
188	106.82
189	427.76
190	421.92
191	520.57
192	352.71
193	441.34
194	223.41
195	179.58
196	180.
197	349.1
198	5.5095
199	6.9422
200	12.993
201	33.377
202	94.627
203	154.73
204	5.522
205	5.9698
206	6.2393
207	17.347
208	20.361
209	27.617
210	37.89
211	33.074
212	30.547
213	43.028
214	51.314
215	65.794
216	90.622
217	113.66
218	185.71
219	309.52
220	205.86
221	48.138
222	22.232
223	22.232
224	14.313
225	5.3943
226	7.7622
227	1.7522
228	55.604
229	80.436
230	244.12
231	6.5662
232	5.5483
233	21.176
234	28.979
235	8.8412
236	9.1499
237	8.1932
238	19.597
239	120.18
240	5.0531
241	2.3641
242	2.2923
243	4.7504
244	4.5109
245	8.6208
246	265.33
247	27.59
248	3.0644
249	19.49
250	11.427
251	21.968
252	31.431
253	9.6519
254	50.381
255	67.224
256	120.88
257	25.294
258	37.761
259	134.17
260	141.38
261	8.8392
262	28.013
263	13.691
264	6.288
265	20.009
266	13.535
267	3.2058
268	9.9831
269	61.104
270	2.9254
271	49.513
272	16.971
273	65.305
274	91.235
275	121.73
276	50.53
277	9.3078
278	20.142
279	22.65
280	279.84
281	118.2
282	216.66
283	266.16
284	29.08
285	30.262
286	4.1741
287	11.684
288	125.92
289	304.78
290	228.07
291	216.23
292	158.11
293	201.5
294	155.31
295	90.489
296	115.67
297	124.58
298	114.3
299	134.19
300	178.96
301	120.08
302	217.94
303	268.44
304	211.08
305	0.2782
306	199.2
307	52.357
308	26.317
309	5.7752
310	1.2715
311	80.11
312	27.228
313	24.159
314	25.659
315	8.3655
316	6.4485
317	0.29672
318	244.11
319	256.32
320	112.62
321	80.11
322	70.046
323	199.34
324	328.15
325	327.13
326	154.13
327	240.95
328	243.66
329	274.72
330	178.23
331	197.54
332	197.99
333	250.24
334	243.33
335	158.87
336	171.15
337	170.22
338	222.39
339	201.25
340	216.62
341	277.36
342	182.36
343	121.88
344	93.352
345	103.7
346	77.509
347	93.522
348	99.902
349	139.06
350	95.815
351	115.07
352	63.922
353	95.456
354	1.0631
355	4.9155
356	14.857
357	63.624
358	157.12
359	311.51
360	264.18
361	269.98
362	232.5
363	105.73
364	28.451
365	72.855
366	58.613
367	35.964
368	31.845
369	37.797
370	30.939
371	80.869
372	126.37
373	255.83
374	171.5
375	162.11
376	192.24
377	104.54
378	133.7
379	131.92
380	106.28
381	143.29
382	114.61
383	211.72
384	186.72
385	119.3
386	162.14
387	181.87
388	286.41
389	235.59
390	85.253
391	80.578
392	59.507
393	52.311
394	30.679
395	38.72
396	13.532
397	9.7863
398	4.0352
399	174.01
400	110.33
401	178.48
402	124.58
403	219.95
404	30.634
405	95.026
406	37.808
407	7.7663
408	63.204
409	46.827
410	61.244
411	128.23
412	186.5
413	114.12
414	75.065
415	128.8
416	111.21
417	66.956
418	218.41
419	149.58
420	185.16
421	139.43
422	118.07
423	131.75
424	108.23
425	9.2349
426	46.942
427	64.728
428	221.4
429	9.9416
430	41.475
431	66.348
432	107.82
433	246.2
434	245.66
435	87.611
436	199.11
437	207.31
438	85.212
439	99.456
440	57.495
441	134.92
442	140.89
