Node Number	Equivalent (von-Mises) Stress (MPa)
1	2.1574
2	1.457
3	0.88759
4	1.3122
5	2.0027
6	1.4689
7	2.9829
8	5.292
9	3.6626
10	13.916
11	30.861
12	135.96
13	106.49
14	120.9
15	120.49
16	45.086
17	14.804
18	9.2498
19	3.6812
20	0.59957
21	1.2795
22	4.4081
23	13.667
24	32.351
25	101.75
26	101.68
27	146.67
28	217.32
29	41.077
30	33.722
31	8.0083
32	4.0139
33	3.7019
34	2.6024
35	1.9425
36	0.19507
37	2.0389
38	3.2278
39	3.6047
40	2.6264
41	2.941
42	3.0353
43	3.0434
44	0.30248
45	3.8226
46	13.356
47	17.738
48	47.62
49	87.09
50	87.682
51	119.33
52	128.09
53	57.643
54	22.769
55	7.0788
56	8.921
57	11.89
58	3.2374
59	4.0348
60	0.86059
61	0.44949
62	3.2909
63	2.0934
64	1.1096
65	1.1135
66	1.0332
67	2.9809
68	1.6213
69	2.5075
70	3.1553
71	5.1467
72	4.6142
73	4.1038
74	0.65336
75	6.1876
76	30.997
77	89.848
78	95.668
79	46.017
80	87.147
81	31.125
82	12.426
83	16.068
84	5.4597
85	1.882
86	0.96109
87	2.6352
88	2.6012
89	0.77501
90	5.2263
91	105.38
92	34.373
93	49.311
94	10.698
95	60.788
96	4.0388
97	8.9342
98	39.752
99	1.3605
100	87.637
101	96.659
102	4.7275
103	0.7052
104	69.936
105	9.6532
106	49.977
107	81.178
108	117.07
109	2.8842
110	45.407
111	102.79
112	4.0951
113	15.688
114	11.682
115	145.72
116	2.2869
117	1.3872
118	103.75
119	112.99
120	5.2852
121	2.2272
122	25.057
123	6.2277
124	24.214
125	37.362
126	12.416
127	46.414
128	78.667
129	97.598
130	5.9939
131	1.4872
132	13.148
133	37.757
134	49.498
135	2.402
136	49.845
137	25.825
138	32.075
139	41.268
140	22.698
141	19.569
142	21.003
143	19.695
144	17.694
145	27.598
146	41.683
147	38.939
148	45.101
149	36.206
150	27.093
151	35.58
152	31.192
153	27.552
154	0.34672
155	17.461
156	12.611
157	8.2125
158	4.0912
159	1.4202
160	0.79569
161	0.60147
162	0.58369
163	0.43778
164	0.37501
165	0.30155
166	0.1652
167	0.17961
168	0.12768
169	0.16594
170	0.24332
171	0.30766
172	26.28
173	13.093
174	8.8344
175	3.7694
176	2.244
177	0.96955
178	0.64909
179	0.52007
180	0.41039
181	0.26467
182	62.125
183	70.257
184	72.74
185	44.909
186	16.728
187	21.321
188	20.333
189	37.686
190	61.936
191	104.67
192	68.312
193	43.201
194	34.343
195	39.302
196	34.403
197	46.155
198	2.0584
199	2.4411
200	3.949
201	9.2036
202	17.721
203	24.71
204	3.1003
205	2.7155
206	0.35651
207	0.46711
208	0.43789
209	0.49051
210	0.55926
211	0.65564
212	1.1447
213	5.9831
214	7.9084
215	11.294
216	15.785
217	19.976
218	32.183
219	50.715
220	35.351
221	9.2523
222	5.0724
223	5.0724
224	4.4747
225	0.76395
226	3.0174
227	2.7484
228	12.275
229	16.804
230	48.168
231	3.536
232	4.5277
233	7.8174
234	8.507
235	4.2248
236	3.2852
237	0.41538
238	4.8856
239	20.987
240	0.25261
241	0.17649
242	0.1744
243	0.16204
244	0.19998
245	0.33672
246	51.268
247	6.8235
248	0.24173
249	1.5691
250	0.35563
251	0.5901
252	5.5189
253	0.70861
254	12.876
255	21.267
256	26.59
257	5.9495
258	9.396
259	26.967
260	25.017
261	0.65264
262	4.252
263	0.42011
264	0.46953
265	3.4699
266	1.3357
267	0.25625
268	1.7383
269	10.538
270	0.17639
271	8.8773
272	0.4336
273	11.397
274	18.563
275	21.467
276	10.388
277	0.42873
278	2.6312
279	0.71092
280	42.274
281	24.263
282	36.6
283	47.205
284	7.7734
285	8.5768
286	0.24835
287	4.3049
288	27.354
289	24.326
290	24.581
291	34.225
292	18.74
293	33.376
294	27.052
295	14.791
296	16.528
297	18.052
298	15.93
299	18.751
300	27.318
301	15.934
