Node Number	Equivalent (von-Mises) Stress (MPa)
1	12.064
2	8.3781
3	0.7083
4	1.4041
5	2.4029
6	3.2442
7	6.5132
8	9.7503
9	12.315
10	20.475
11	40.118
12	33.923
13	383.07
14	201.85
15	71.152
16	29.023
17	16.183
18	17.56
19	14.855
20	0.5982
21	6.5751
22	13.919
23	11.54
24	28.892
25	47.967
26	109.06
27	196.57
28	141.24
29	32.127
30	30.753
31	10.886
32	5.0901
33	3.293
34	2.8359
35	2.0098
36	0.49107
37	11.917
38	9.3556
39	4.3431
40	4.5269
41	7.6621
42	9.9937
43	11.84
44	0.27984
45	8.8926
46	6.2647
47	9.2132
48	21.484
49	121.31
50	58.219
51	26.476
52	56.873
53	21.326
54	15.847
55	13.278
56	4.2217
57	5.132
58	1.499
59	1.4122
60	0.36363
61	0.25082
62	1.6138
63	1.0487
64	0.42878
65	0.87983
66	0.92468
67	11.829
68	8.0363
69	6.5573
70	6.3084
71	12.015
72	6.5793
73	9.0613
74	0.35482
75	5.0356
76	27.241
77	51.101
78	59.323
79	44.642
80	30.601
81	18.467
82	4.8177
83	5.4248
84	1.5505
85	0.52897
86	0.43713
87	1.3127
88	1.4562
89	0.66518
90	2.3202
91	48.704
92	21.528
93	17.937
94	15.395
95	59.988
96	2.8749
97	12.083
98	12.958
99	0.77771
100	43.566
101	70.182
102	4.0899
103	0.51762
104	40.891
105	6.1818
106	51.343
107	85.503
108	66.963
109	5.3105
110	26.346
111	23.998
112	2.9633
113	20.87
114	12.466
115	61.705
116	3.9399
117	1.1895
118	76.347
119	61.946
120	4.9239
121	1.1559
122	12.914
123	3.2477
124	12.623
125	31.975
126	6.32
127	24.831
128	76.584
129	95.094
130	2.8963
131	0.88529
132	9.5643
133	42.733
134	50.356
135	5.8704
136	6.3785
137	10.151
138	8.5037
139	56.219
140	11.047
141	29.467
142	28.034
143	115.91
144	131.87
145	41.605
146	4.1374
147	9.8045
148	4.9863
149	8.1975
150	13.242
151	12.722
152	2.6711
153	6.2877
154	35.862
155	75.555
156	146.32
157	137.12
158	390.89
159	137.63
160	69.871
161	49.416
162	107.76
163	64.877
164	37.242
165	96.921
166	72.6
167	166.18
168	193.2
169	178.36
170	3.7071
171	5.3654
172	5.2189
173	10.97
174	9.5427
175	43.265
176	3.2905
177	3.8619
178	0.22629
179	0.25181
180	0.27275
181	0.3159
182	0.33481
183	0.7624
184	1.1372
185	1.2551
186	2.1618
187	2.9157
188	3.5116
