Node Number	Equivalent (von-Mises) Stress (MPa)
1	9.6599
2	6.3513
3	0.65419
4	1.3664
5	2.3563
6	3.2307
7	6.4149
8	9.5439
9	12.101
10	19.36
11	38.548
12	30.141
13	351.43
14	191.02
15	64.712
16	26.323
17	14.776
18	17.132
19	13.62
20	0.55679
21	5.8462
22	12.771
23	9.9499
24	26.904
25	42.115
26	102.77
27	181.63
28	133.78
29	30.066
30	28.916
31	9.9507
32	5.0404
33	3.1447
34	2.7427
35	1.9875
36	0.46881
37	9.1425
38	7.9319
39	3.7526
40	3.9021
41	6.7423
42	8.9117
43	10.323
44	0.22281
45	7.6967
46	5.9132
47	8.9132
48	17.464
49	114.47
50	59.859
51	25.531
52	52.624
53	17.572
54	13.104
55	11.52
56	3.6667
57	4.8197
58	1.6188
59	1.4138
60	0.30234
61	0.23368
62	1.647
63	1.0153
64	0.3577
65	0.83056
66	0.89417
67	9.7571
68	7.5266
69	6.0633
70	5.4922
71	10.583
72	5.9502
73	7.9641
74	0.26873
75	4.5647
76	24.738
77	46.15
78	54.518
79	39.873
80	29.271
81	16.187
82	4.2996
83	4.9112
84	1.4432
85	0.40454
86	0.39887
87	1.1835
88	1.3493
89	0.59803
90	2.2068
91	46.901
92	18.718
93	17.153
94	13.445
95	57.954
96	2.5209
97	10.503
98	12.811
99	0.78506
100	40.041
101	68.075
102	3.6402
103	0.50818
104	36.732
105	5.6447
106	46.679
107	78.687
108	64.102
109	5.0581
110	23.556
111	25.39
112	2.759
113	19.43
114	11.767
115	59.788
116	3.4455
117	1.1963
118	73.406
119	55.415
120	4.56
121	1.1771
122	11.219
123	3.0279
124	12.368
125	31.618
126	5.5743
127	23.492
128	71.89
129	88.672
130	2.1226
131	0.91889
132	8.3498
133	41.011
134	47.555
135	5.7578
136	5.9205
137	10.238
138	8.5804
139	52.626
140	14.898
141	24.708
142	25.539
143	112.11
144	126.22
145	39.247
146	4.3849
147	9.8105
148	5.1671
149	7.8485
150	12.828
151	12.074
152	2.4023
153	6.2405
154	37.932
155	70.555
156	136.79
157	130.32
158	372.69
159	130.68
160	64.567
161	42.72
162	101.27
163	62.257
164	35.185
165	91.287
166	70.021
167	158.27
168	181.1
169	166.71
170	3.8023
171	4.5497
172	4.3163
173	9.0696
174	8.7945
175	40.867
176	2.8712
177	3.2632
178	0.24097
179	0.26839
180	0.2901
181	0.33848
182	0.35807
183	0.79117
184	1.1686
185	1.3024
186	2.2525
187	3.0494
188	3.6905
189	8.8542
190	18.594
191	22.417
192	8.622
193	8.3604
194	7.5881
195	7.5881
196	2.0805
197	0.26509
198	3.5534
199	3.2421
200	2.2201
201	1.5205
202	1.2627
203	0.56515
204	0.25956
205	0.2556
206	0.24896
207	0.2401
208	3.2563
209	2.0268
210	0.95168
211	4.0026
212	7.6766
213	31.771
214	6.9754
215	5.4419
216	3.4917
217	3.064
218	6.7793
219	1.4421
220	0.20226
221	3.7548
222	2.1709
