Node Number	Equivalent (von-Mises) Stress (MPa)
1	13.144
2	17.054
3	10.327
4	16.594
5	29.089
6	36.034
7	39.377
8	137.83
9	178.68
10	213.79
11	307.
12	1108.1
13	1731.1
14	1187.5
15	262.41
16	74.307
17	29.867
18	43.829
19	19.867
20	7.084
21	19.208
22	35.817
23	23.448
24	85.57
25	164.83
26	603.93
27	880.24
28	1422.2
29	178.91
30	516.84
31	273.51
32	265.53
33	48.975
34	13.567
35	28.388
36	3.303
37	13.648
38	12.216
39	13.048
40	18.581
41	19.309
42	13.627
43	12.791
44	0.97987
45	13.692
46	34.617
47	34.081
48	109.08
49	170.63
50	266.09
51	434.72
52	1082.6
53	448.92
54	457.67
55	349.47
56	185.59
57	40.109
58	15.745
59	11.101
60	3.0646
61	2.6777
62	17.958
63	12.096
64	3.0454
65	10.129
66	11.037
67	22.048
68	22.365
69	18.901
70	18.922
71	31.213
72	18.544
73	15.786
74	2.4925
75	22.485
76	60.124
77	53.293
78	182.49
79	1023.5
80	1496.4
81	321.13
82	172.3
83	90.302
84	12.029
85	4.086
86	4.2353
87	12.966
88	18.159
89	6.5645
90	39.441
91	355.01
92	17.709
93	277.04
94	35.479
95	1159.2
96	117.58
97	28.471
98	229.56
99	7.8011
100	177.53
101	986.28
102	155.49
103	4.1373
104	127.64
105	55.184
106	718.39
107	304.37
108	582.7
109	160.82
110	81.182
111	1305.5
112	40.453
113	86.038
114	64.315
115	706.18
116	12.016
117	15.504
118	888.06
119	1532.2
120	17.185
121	11.944
122	348.11
123	52.589
124	89.225
125	335.49
126	150.92
127	255.01
128	838.85
129	414.32
130	8.9034
131	9.3456
132	223.39
133	573.7
134	73.93
135	133.81
136	1000.3
137	1148.1
138	1023.2
139	1149.2
140	1533.5
141	1001.2
142	622.25
143	1094.4
144	1130.
145	880.22
146	597.98
147	1047.7
148	578.96
149	513.24
150	560.05
151	482.16
152	519.81
153	716.55
154	2137.3
155	1121.
156	888.08
157	1253.8
158	2639.
159	849.67
160	1325.3
161	2612.9
162	1087.3
163	1674.8
164	1932.4
165	1691.7
166	1073.4
167	1225.9
168	1421.7
169	988.2
170	197.04
171	160.38
172	204.05
173	322.96
174	392.99
175	624.14
176	76.104
177	143.25
178	9.1445
179	9.7807
180	10.306
181	13.006
182	16.277
183	84.555
184	155.4
185	216.69
186	287.92
187	361.95
188	410.73
189	701.32
190	1166.8
191	1067.
192	766.83
193	429.68
194	292.97
195	292.97
196	110.2
197	10.526
198	483.29
199	433.44
200	318.43
201	230.26
202	182.25
203	71.922
204	20.746
205	11.379
206	12.051
207	8.9568
208	224.47
209	196.7
210	229.54
211	379.88
212	527.4
213	1064.1
214	165.59
215	126.22
216	93.338
217	89.461
218	192.58
219	192.39
220	10.159
221	683.27
222	260.84
223	123.09
224	97.904
225	64.356
226	28.516
227	29.808
228	22.116
229	13.183
230	10.674
231	14.858
232	131.18
233	588.21
234	9.8069
235	6.0276
236	4.2564
237	4.5425
238	5.9592
239	7.0603
240	10.467
241	6.9925
242	4.4299
243	5.5425
244	6.4146
245	7.5677
246	196.77
247	6.2077
248	49.62
249	9.2689
250	15.241
251	136.58
252	14.673
253	12.8
254	123.74
255	12.335
256	14.757
257	168.91
258	44.093
