Node Number	Directional Deformation (mm)
1	1.2541e-003
2	3.7457e-003
3	-0.68726
4	-0.63916
5	-0.58117
6	-0.55547
7	-0.45553
8	-0.30198
9	-0.16843
10	-0.13388
11	-0.22665
12	9.1815e-002
13	-1.3805e-003
14	3.2904e-002
15	-2.6214e-002
16	-5.5909e-003
17	1.0809e-002
18	4.6374e-003
19	1.7787e-003
20	-0.58124
21	2.6067e-003
22	3.3239e-003
23	7.8717e-003
24	1.5567e-003
25	-1.4493e-002
26	-5.6934e-002
27	-7.5067e-002
28	-9.7994e-002
29	-0.3517
30	-0.44358
31	-0.41439
32	-0.38228
33	-0.37417
34	-0.48674
35	-0.50074
36	-0.5372
37	-8.4991e-004
38	-3.04e-003
39	-2.0318e-003
40	8.6261e-004
41	3.3308e-003
42	2.0283e-003
43	2.3321e-003
44	-0.56502
45	-7.1728e-004
46	-2.8332e-003
47	1.888e-002
48	1.0503e-002
49	1.8995e-002
50	-7.9571e-003
51	-1.0976e-002
52	-2.6348e-002
53	3.443e-003
54	-0.53987
55	-0.55704
56	-0.5121
57	-0.33396
58	-0.42081
59	-0.44795
60	-0.51875
61	-0.57163
62	-0.57713
63	-0.57638
64	-0.58145
65	-0.62537
66	-0.66781
67	-1.6671e-003
68	3.0369e-003
69	1.8648e-003
70	2.6784e-003
71	-6.8886e-006
72	-5.2246e-004
73	-1.1088e-003
74	-0.60036
75	3.0121e-003
76	-1.9634e-003
77	-1.6603e-002
78	0.1432
79	-2.1445e-002
80	-0.43823
81	-9.1725e-002
82	-2.519e-002
83	-9.5448e-002
84	-0.35569
85	-0.51314
86	-0.58753
87	-0.5805
88	-0.57729
89	-0.58143
90	-0.51304
91	1.6787e-002
92	1.1158e-002
93	-0.3157
94	5.0972e-003
95	0.23634
96	-0.26753
97	-1.7987e-003
98	0.10443
99	-0.49704
100	-2.1754e-002
101	-8.4699e-002
102	-0.42882
103	-0.4891
104	1.0893e-002
105	-0.31681
106	4.9796e-002
107	-9.4448e-003
108	6.8878e-002
109	-0.40914
110	-2.0422e-002
111	7.5169e-002
112	-0.36351
113	3.7544e-004
114	-6.4893e-002
115	-2.1439e-002
116	4.2284e-003
117	-0.50533
118	-3.3934e-002
119	5.2479e-003
120	2.3214e-003
121	-0.50535
122	-0.29557
123	-0.40174
124	6.9198e-003
125	8.6459e-002
126	-0.22219
127	-0.12732
128	-2.0091e-002
129	-2.7788e-003
130	3.2457e-003
131	-0.52245
132	-0.47505
133	-3.7835e-002
134	-5.0813e-003
135	-0.43121
136	0.
137	0.
138	0.
139	0.
140	1.2327e-011
141	1.3985e-011
142	8.3559e-012
143	-7.932e-012
144	-1.1549e-011
145	-9.2421e-012
146	0.
147	0.
148	-1.5581e-011
149	-2.3023e-011
150	-1.6127e-011
151	-1.6649e-013
152	1.2605e-011
153	1.393e-011
154	0.
155	0.
156	0.
157	0.
158	0.
159	0.
160	0.
161	0.
162	0.
163	0.
164	0.
165	4.4296e-013
166	3.551e-013
167	1.7245e-013
168	-1.1713e-013
169	-3.5193e-013
170	-4.4011e-013
171	0.
172	0.
173	0.
174	0.
175	0.
176	0.
177	0.
178	0.
179	0.
180	0.
181	0.
182	0.
183	0.
184	0.
185	0.
186	0.
187	0.
188	0.
189	0.
190	0.
191	0.
192	0.
193	0.
194	0.
195	-2.4847e-011
196	-3.8009e-011
197	-4.398e-011
198	2.7728e-012
199	1.4058e-011
200	1.4895e-011
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	0.
232	7.1545e-014
233	-7.1299e-014
234	-9.0723e-014
235	-3.8436e-014
236	-2.0781e-013
237	-2.0296e-013
238	1.2315e-014
239	1.5446e-013
240	7.0221e-013
241	1.7335e-013
242	-2.9738e-013
243	-2.4204e-013
244	-1.8676e-011
245	-1.9515e-011
246	-3.413e-011
247	8.4852e-012
248	1.8395e-011
249	1.2733e-011
250	0.
251	0.
252	0.
253	0.
254	2.3694e-012
255	-6.9107e-012
256	-1.9943e-012
257	-6.4294e-013
258	5.8975e-012
259	-1.6827e-012
260	-8.5112e-012
261	-1.2022e-011
262	1.7078e-013
263	3.2935e-012
264	-5.5375e-013
