Node Number	Directional Deformation (mm)
1	-1.2968e-004
2	-1.0105e-003
3	-8.9725e-002
4	-5.3264e-002
5	-2.1549e-002
6	-1.1806e-003
7	3.1584e-002
8	4.3876e-002
9	5.2482e-002
10	5.3054e-002
11	-2.5313e-002
12	2.5475e-002
13	2.2431e-002
14	1.2032e-002
15	-1.0621e-002
16	-7.9799e-003
17	-2.5535e-003
18	-5.0867e-004
19	-4.8005e-004
20	-6.7969e-002
21	-1.7099e-003
22	-1.4772e-003
23	7.7027e-004
24	-2.6268e-004
25	-2.96e-003
26	-2.1958e-002
27	-4.0619e-002
28	-4.8964e-002
29	-0.10536
30	-9.9576e-002
31	-0.14234
32	-0.11617
33	-8.928e-002
34	-0.10657
35	-8.5681e-002
36	-7.7251e-002
37	1.335e-003
38	1.6547e-003
39	1.3962e-003
40	8.6598e-005
41	-8.3489e-004
42	-6.4167e-004
43	-1.7299e-004
44	-1.9228e-002
45	1.7206e-003
46	2.5286e-003
47	3.9177e-003
48	7.7793e-004
49	-6.65e-004
50	-1.8337e-002
51	-1.1412e-002
52	-8.6525e-003
53	1.9152e-003
54	-7.4497e-002
55	-0.1054
56	-0.12015
57	-6.84e-002
58	-8.1031e-002
59	-5.0026e-002
60	-4.2548e-002
61	-3.3949e-002
62	-3.73e-002
63	-2.158e-002
64	-2.837e-002
65	-3.8957e-002
66	-5.6901e-002
67	1.7883e-003
68	-8.2613e-004
69	-2.4319e-004
70	-6.0877e-004
71	3.873e-005
72	1.0929e-003
73	1.567e-003
74	-4.8978e-002
75	1.6544e-003
76	3.248e-003
77	5.518e-003
78	2.7638e-002
79	-1.8894e-002
80	-5.9961e-002
81	4.4723e-002
82	9.1147e-002
83	9.2161e-002
84	8.8945e-003
85	-4.3329e-002
86	-3.2907e-002
87	-4.3342e-002
88	-6.8157e-002
89	-7.1837e-002
90	-0.10444
91	6.7434e-003
92	-2.0772e-003
93	-9.4545e-002
94	-1.0831e-003
95	9.1239e-003
96	2.6876e-002
97	-1.6363e-003
98	5.8493e-002
99	-4.8849e-002
100	4.0378e-003
101	1.3564e-002
102	-9.6076e-002
103	-7.8116e-002
104	9.7351e-004
105	2.2435e-002
106	7.7316e-003
107	6.5513e-004
108	8.7907e-003
109	-5.3026e-003
110	3.7369e-003
111	2.6686e-002
112	2.1583e-002
113	-3.3667e-003
114	3.8369e-002
115	9.1062e-003
116	1.0518e-003
117	-1.421e-002
118	-2.7445e-002
119	1.0583e-002
120	-1.5968e-003
121	-6.8062e-002
122	-5.4748e-002
123	-6.4685e-002
124	-3.6579e-003
125	6.1036e-002
126	2.1845e-002
127	-3.5419e-002
128	-8.3928e-003
129	3.9811e-003
130	-1.8936e-003
131	-1.25e-002
132	-0.10133
133	-1.7303e-002
134	-1.0462e-002
135	3.0478e-002
136	0.
137	0.
138	0.
139	0.
140	1.1252e-012
141	1.2699e-012
142	7.0907e-013
143	-8.2784e-013
144	-1.1409e-012
145	-9.289e-013
146	0.
147	0.
148	-1.3233e-012
149	-2.0013e-012
150	-1.5e-012
151	-3.5113e-013
152	7.6591e-013
153	1.1981e-012
154	0.
155	0.
156	0.
157	0.
158	0.
159	0.
160	0.
161	0.
162	0.
163	0.
164	0.
165	-7.8521e-014
166	-1.0018e-013
167	-6.2687e-014
168	-9.4399e-015
169	9.4159e-014
170	1.1599e-013
171	0.
172	0.
173	0.
174	0.
175	0.
176	0.
177	0.
178	0.
179	0.
180	0.
181	0.
182	0.
183	0.
184	0.
185	0.
186	0.
187	0.
188	0.
189	0.
190	0.
191	0.
192	0.
193	0.
194	0.
195	-2.5784e-012
196	-2.6874e-012
197	-3.4194e-012
198	-8.9053e-013
199	3.6793e-013
200	1.292e-012
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	0.
232	-1.4412e-014
233	-2.0057e-014
234	-6.9921e-015
235	4.7388e-014
236	8.685e-014
237	1.0147e-013
238	3.1649e-014
239	4.8673e-014
240	7.5338e-014
241	7.6069e-014
242	3.8142e-014
243	3.0494e-015
244	-1.6921e-012
245	-1.9209e-012
246	-3.4565e-012
247	-6.8834e-014
248	3.1049e-013
249	3.6765e-013
250	0.
251	0.
252	0.
253	0.
254	2.0756e-013
255	1.5988e-013
256	-1.6127e-014
257	-9.3749e-014
258	6.4994e-013
259	-1.7007e-013
260	-3.2985e-013
261	-6.5053e-013
262	8.799e-014
263	9.2168e-014
264	7.0986e-015
265	1.8925e-013
266	1.8519e-013
267	-6.1882e-014
268	1.617e-013
269	1.2076e-013
270	2.2024e-013
271	-7.0867e-014
272	4.8504e-013
273	9.9686e-014
274	2.4915e-014
275	4.4383e-014
276	-4.302e-014
277	-5.1973e-014
278	4.3513e-013
279	2.2236e-013
280	-7.9673e-013
281	1.1096e-013
282	1.4754e-013
283	1.7018e-013
284	-3.4163e-013
285	-1.0108e-013
286	-2.2652e-013
287	6.8665e-013
288	-4.9146e-013
289	-1.1052e-013
290	-8.4187e-013
291	0.
292	0.
293	-3.4381e-013
294	-5.224e-013
295	1.2322e-014
296	-1.8918e-013
297	1.5516e-013
298	-9.9768e-014
299	-5.1102e-015
300	-4.8722e-013
301	-2.7936e-013
302	-5.9735e-013
303	-5.6204e-013
304	-7.0793e-013
305	1.4209e-013
306	3.9701e-013
307	-0.12654
308	-7.0712e-002
309	-0.10068
310	-2.2715e-002
311	-5.949e-002
312	-4.4762e-002
313	-4.1796e-002
314	-4.6055e-002
315	-4.0247e-002
316	-3.4045e-002
317	-3.4816e-002
318	-1.9549e-002
319	-7.5154e-002
320	-8.4951e-002
321	-8.4525e-002
322	-9.7316e-002
323	-0.10123
324	-0.111
325	-0.12268
326	-0.12256
327	-0.12505
328	-0.11854
329	-0.11033
330	-0.10559
331	-0.11082
332	-0.10415
333	-0.10709
334	-8.0834e-002
335	-0.1367
336	-0.12767
337	-0.1274
338	-0.12846
339	-0.1296
340	-0.13419
341	-0.13369
342	-0.12806
343	-0.13494
344	-0.13097
345	-0.13645
346	-0.13417
347	-0.14248
348	-0.14026
349	-0.14044
350	-0.13568
351	-1.003e-002
352	0.
353	0.
354	0.
355	0.
356	0.
357	0.
358	0.
359	0.
360	0.
361	2.6609e-003
362	-3.1607e-002
363	1.4809e-003
364	-3.4059e-002
365	-1.3237e-002
366	-1.661e-002
367	-2.1781e-002
368	-2.0012e-002
369	-1.6739e-002
370	-2.1817e-002
371	-2.2555e-002
372	-7.5754e-002
373	-3.3315e-004
374	-8.8409e-004
375	-1.7663e-003
376	-3.1549e-003
377	-6.8957e-003
378	-8.6637e-003
379	-8.2975e-003
380	2.5185e-003
381	2.4768e-003
382	-2.8171e-003
383	-4.3865e-003
384	-5.3168e-004
385	4.5025e-003
386	-4.2155e-003
387	-7.6292e-003
388	-4.5601e-003
389	-1.4738e-002
390	-1.0107e-002
391	-1.8465e-002
392	0.
393	0.
394	0.
395	0.
396	0.
397	0.
398	0.
399	0.
400	0.
401	3.6724e-003
402	2.6307e-003
403	1.7434e-003
404	8.6895e-004
405	1.5295e-004
406	-1.5228e-004
407	0.
408	0.
409	0.
410	0.
411	0.
412	0.
413	0.
414	0.
415	0.
416	0.
417	0.
418	0.
419	-2.5436e-002
420	-1.6677e-002
421	-7.4824e-002
422	-7.9976e-002
423	0.
424	0.
425	0.
426	0.
427	0.
428	0.
429	0.
430	0.
431	0.
432	0.
433	0.
434	0.
435	4.4187e-004
436	9.8098e-003
437	-6.7459e-004
438	-4.5488e-003
439	-6.1308e-003
440	-5.1353e-003
441	-0.13353
442	-0.11043
443	-0.12805
444	-0.12083
445	-0.12918
446	-0.12488
447	-0.13057
448	-0.10618
449	-0.11206
450	-0.12456
451	-0.1293
452	-0.12296
453	-0.1126
454	-0.12675
455	-0.13139
456	-0.1305
457	-0.10419
458	-0.10807
459	-9.506e-003
460	-5.0283e-003
461	-1.9376e-002
462	-1.5671e-003
463	3.0705e-002
464	-2.0128e-003
465	-1.9325e-002
466	-1.5831e-002
467	-1.8986e-002
468	-9.3847e-002
469	-8.4186e-002
470	-9.248e-002
471	-5.6032e-002
472	-7.8992e-002
473	-1.5797e-002
474	-1.6757e-002
475	-5.2067e-002
476	-8.9865e-002
477	-6.2298e-002
478	-0.10082
479	-6.664e-002
480	-6.5075e-002
481	-9.3464e-002
482	-7.4247e-002
483	-4.5456e-002
