Node Number	Directional Deformation (mm)
1	3.7908e-003
2	3.3265e-003
3	-16.764
4	-17.681
5	-18.412
6	-19.017
7	-19.056
8	-17.918
9	-15.993
10	-10.825
11	-2.9149
12	1.0172
13	-1.9608e-002
14	-0.24297
15	3.0287e-002
16	7.2529e-003
17	9.9804e-004
18	-2.9345e-003
19	-1.1108e-003
20	-16.81
21	-4.4934e-003
22	-4.8966e-003
23	5.882e-003
24	-2.6132e-004
25	1.2994e-002
26	-0.17761
27	0.38913
28	0.42179
29	-4.2529
30	-11.766
31	-16.236
32	-18.084
33	-19.144
34	-19.104
35	-18.447
36	-17.7
37	4.1443e-004
38	-7.4397e-003
39	-3.4931e-003
40	-3.0976e-003
41	-4.3013e-003
42	7.2404e-004
43	-8.6894e-005
44	-17.005
45	-1.0089e-002
46	-2.0009e-003
47	4.4873e-002
48	8.9359e-002
49	-0.29802
50	-0.25774
51	-0.27665
52	0.89636
53	-0.45929
54	-12.092
55	-16.983
56	-18.963
57	-19.408
58	-18.995
59	-18.532
60	-17.832
61	-17.118
62	-17.18
63	-17.182
64	-17.195
65	-17.127
66	-16.997
67	-5.316e-003
68	-2.9137e-003
69	-2.7087e-003
70	-1.0818e-002
71	-3.4046e-003
72	-2.2332e-003
73	-1.036e-002
74	-17.036
75	-1.2235e-002
76	3.8049e-002
77	1.8209e-002
78	-0.60582
79	-0.16659
80	-0.16329
81	-12.401
82	-18.35
83	-19.634
84	-18.999
85	-18.172
86	-17.168
87	-17.207
88	-17.221
89	-17.073
90	-19.635
91	-0.51666
92	4.2483e-002
93	-10.965
94	1.8565e-002
95	1.6393
96	-18.974
97	-2.6045e-004
98	-10.81
99	-18.628
100	-0.33335
101	0.6789
102	-17.808
103	-18.533
104	-6.6436e-003
105	-18.665
106	-0.13652
107	7.8106e-003
108	-0.22783
109	-19.375
110	-0.10836
111	-5.1566
112	-19.006
113	3.375e-002
114	-15.311
115	-0.41937
116	1.4209e-002
117	-18.755
118	2.9394
119	0.28114
120	-9.9161e-003
121	-18.419
122	-14.408
123	-19.15
124	3.099e-002
125	-8.8525
126	-16.743
127	-4.6723
128	0.98029
129	-0.24699
130	-4.6182e-003
131	-18.031
132	-17.479
133	0.19573
134	-0.11911
135	-19.125
136	0.
137	0.
138	0.
139	0.
140	-4.8871e-011
141	-1.0298e-010
142	-1.4513e-010
143	-1.1974e-010
144	-8.0508e-011
145	-4.3259e-011
146	0.
147	0.
148	-3.4285e-011
149	-7.2511e-011
150	-1.0948e-010
151	-1.1153e-010
152	-7.6546e-011
153	-4.1118e-011
154	0.
155	0.
156	-5.9136e-011
157	-1.3118e-010
158	-3.1336e-010
159	-1.1536e-010
160	-1.0587e-010
161	-4.7958e-011
162	0.
163	0.
164	0.
165	0.
166	0.
167	0.
168	0.
169	0.
170	0.
171	0.
172	1.6972e-012
173	3.3455e-012
174	3.9045e-012
175	3.7083e-012
176	2.6549e-012
177	1.0665e-012
178	0.
179	0.
180	0.
181	0.
182	0.
183	0.
184	0.
185	0.
186	0.
187	0.
188	0.
189	9.871e-013
190	2.5826e-012
191	3.6117e-012
192	4.0453e-012
193	3.3255e-012
194	1.7809e-012
195	0.
196	0.
197	0.
198	0.
199	0.
200	0.
201	0.
202	0.
203	0.
204	0.
205	0.
206	0.
207	0.
208	0.
209	0.
210	0.
211	0.
212	0.
213	0.
214	0.
215	0.
216	0.
217	0.
218	0.
219	0.
220	0.
221	0.
222	0.
223	0.
224	0.
225	0.
226	0.
227	0.
228	0.
229	0.
230	0.
231	0.
232	0.
233	0.
234	0.
235	0.
236	5.9487e-013
237	-5.4155e-013
238	-4.509e-013
239	-1.4714e-012
240	-1.2924e-012
241	-7.9587e-013
242	-5.0428e-011
243	-8.911e-011
244	-1.6059e-010
245	-8.5356e-011
246	-7.6129e-011
247	-3.6919e-011
248	0.
249	-3.1741e-011
250	-4.1887e-011
251	-1.8162e-011
252	-1.2914e-011
253	-7.5219e-011
254	-1.0395e-011
255	-2.671e-011
256	-8.6931e-011
257	-4.9079e-012
258	-3.003e-011
259	-1.7079e-012
260	-1.0743e-011
261	-3.7493e-012
262	2.4004e-012
263	1.7485e-012
264	-1.3551e-010
265	-2.8466e-011
266	-5.7491e-012
267	-2.4273e-011
268	-6.6204e-011
269	-2.6741e-012
270	-1.6588e-011
271	2.5563e-012
272	-4.2224e-011
273	2.7681e-012
274	-3.714e-011
275	-9.1386e-012
276	-4.4743e-011
277	-1.1093e-010
278	0.
279	0.
280	-2.6424e-011
281	-6.2953e-011
282	-1.5411e-010
283	-6.5318e-011
284	-6.9669e-011
285	-1.5535e-011
286	-1.4202e-011
287	-6.8522e-012
288	-6.5536e-011
289	-21.338
290	-22.797
291	-22.011
292	-23.794
293	-22.801
294	-22.978
295	-23.185
296	-23.208
297	-23.288
298	-23.491
299	-22.83
300	-23.326
301	-22.57
302	-22.258
303	-22.042
304	-21.851
305	-21.683
306	-21.526
307	-18.496
308	-18.581
309	-18.752
310	-19.057
311	-19.364
312	-19.888
313	-20.514
314	-21.258
315	-22.082
316	-17.165
317	-17.328
318	-17.518
319	-17.699
320	-17.87
321	-18.087
322	-18.294
323	-20.446
324	-19.663
325	-19.025
326	-18.489
327	-18.081
328	-17.71
329	-17.407
330	-17.203
331	-24.456
332	-25.
333	-25.
334	-25.
335	-25.
336	-25.
337	-25.
338	-25.
339	-25.
340	-25.
341	-24.97
342	-18.328
343	-23.381
344	-23.77
345	-24.353
346	-24.305
347	-24.226
348	-24.134
349	-24.066
350	-23.98
351	-17.11
352	-17.114
353	-25.001
354	-25.
355	-25.003
356	-24.998
357	-25.001
358	-24.942
359	-25.017
360	-24.731
361	-23.685
362	-22.426
363	-21.32
364	-20.474
365	-19.676
366	-19.026
367	-18.501
368	-18.053
369	-17.69
370	-17.43
371	-17.254
372	-25.
373	-25.
374	-25.
375	-25.
376	-25.
377	-25.
378	-25.
379	-25.
380	-25.
381	-24.992
382	-25.
383	-25.001
384	-25.
385	-24.999
386	-24.999
387	-25.
388	-25.
389	-25.
390	-25.
391	-25.
392	-25.
393	-25.
394	-25.
395	-25.
396	-25.
397	-25.
398	-25.
399	-23.254
400	-22.666
401	-23.955
402	-19.057
403	-25.
404	-25.
405	-25.
406	-25.
407	-25.
408	-25.
409	-25.
410	-25.
411	-25.
412	-25.
413	-25.
414	-25.
415	-25.001
416	-25.269
417	-25.001
418	-24.979
419	-21.874
420	-24.964
421	-18.333
422	-19.251
423	-20.504
424	-18.659
425	-19.633
426	-17.65
427	-20.379
428	-18.063
429	-21.276
430	-18.973
431	-19.559
432	-19.462
433	-18.152
434	-24.994
435	-25.069
436	-25.162
437	-19.568
438	-20.531
439	-18.872
440	-21.042
441	-22.458
442	-23.013
443	-23.496
444	-24.017
445	-17.816
446	-17.415
