Node Number	Equivalent (von-Mises) Stress (MPa)
1	6.2981
2	4.7733
3	51.493
4	29.656
5	29.353
6	28.508
7	34.318
8	61.466
9	50.647
10	61.715
11	167.69
12	169.78
13	290.91
14	238.13
15	74.456
16	13.726
17	8.7572
18	8.9156
19	6.0968
20	78.594
21	3.6938
22	8.0365
23	5.3467
24	19.468
25	44.532
26	170.66
27	214.91
28	305.18
29	201.91
30	225.96
31	70.007
32	31.155
33	22.756
34	23.291
35	34.869
36	33.558
37	8.9772
38	6.8475
39	3.7877
40	3.2022
41	4.8957
42	5.2161
43	5.9828
44	2.2633
45	6.5639
46	14.181
47	17.642
48	60.672
49	60.385
50	188.56
51	184.42
52	112.46
53	143.57
54	43.629
55	33.581
56	20.989
57	26.499
58	13.149
59	9.6625
60	5.6937
61	4.153
62	14.917
63	8.7558
64	9.0654
65	33.646
66	25.38
67	9.2229
68	2.8842
69	3.4908
70	5.4474
71	9.7843
72	3.3272
73	7.7214
74	4.5501
75	6.0128
76	25.304
77	50.741
78	59.662
79	122.07
80	44.159
81	42.412
82	14.089
83	19.093
84	13.483
85	7.7301
86	7.7514
87	7.5035
88	12.15
89	21.772
90	9.6788
91	39.788
92	19.364
93	106.65
94	9.7197
95	25.969
96	22.335
97	6.2937
98	25.224
99	5.6187
100	29.967
101	83.36
102	17.336
103	11.154
104	29.643
105	18.003
106	120.57
107	42.928
108	85.573
109	36.572
110	23.128
111	102.49
112	24.84
113	13.55
114	48.92
115	94.09
116	3.7626
117	31.599
118	131.93
119	44.875
120	2.6188
121	10.27
122	23.09
123	11.346
124	10.239
125	125.22
126	38.661
127	130.29
128	112.54
129	83.925
130	2.8903
131	9.7317
132	20.393
133	111.6
134	30.592
135	37.48
136	29.236
137	27.993
138	26.378
139	66.715
140	38.503
141	63.383
142	28.569
143	24.481
144	82.931
145	50.552
146	27.682
147	29.822
148	23.624
149	25.433
150	19.078
151	23.035
152	18.438
153	24.418
154	102.05
155	117.01
156	131.12
157	195.54
158	85.165
159	42.217
160	90.268
161	171.55
162	154.96
163	139.84
164	137.18
165	235.44
166	71.493
167	66.077
168	238.64
169	303.81
170	2.1008
171	2.0827
172	6.5735
173	20.527
174	33.195
175	27.127
176	95.579
177	1.4589
178	1.3446
179	0.33464
180	0.21635
181	0.44295
182	0.61735
183	2.7567
184	5.0553
185	10.833
186	12.293
187	17.344
188	21.851
189	28.374
190	40.621
191	64.877
192	42.142
193	19.805
194	6.8486
195	14.696
196	8.4741
197	2.143
198	0.49587
199	24.652
200	20.009
201	12.449
202	7.3498
203	4.9227
204	1.8257
205	0.65966
206	0.41859
207	0.41535
208	3.2976
209	5.241
210	6.4896
211	19.369
212	23.002
213	17.851
214	91.713
215	2.0645
216	3.058
217	2.6228
218	3.4543
219	2.846
220	2.7272
221	0.55882
222	25.093
223	11.932
224	8.5584
225	3.4374
226	2.4782
227	1.1841
228	0.66113
229	0.68742
230	0.59314
231	0.64073
232	3.5261
233	15.531
234	0.48046
235	0.38744
236	0.26443
237	0.30788
238	0.4487
239	0.41611
240	0.58165
241	0.37497
242	0.29629
243	0.21687
244	0.39542
245	0.31987
246	53.161
247	13.227
248	0.2618
249	4.9697
250	0.40028
251	0.71392
252	3.4304
253	0.72157
254	1.0262
255	2.8643
256	13.833
257	0.92247
258	1.0512
259	9.2563
260	0.42824
261	6.4016
262	0.33813
263	2.9502
264	0.56574
265	16.473
266	15.576
267	0.57175
268	24.713
269	7.5662
270	34.087
271	10.016
272	45.921
273	3.4385
274	11.833
275	85.715
276	37.398
277	4.3148
278	8.0695
279	6.5901
280	11.3
281	0.45708
282	5.2744
283	3.6205
284	15.207
285	4.091
286	44.894
287	2.6854
288	38.998
289	11.423
290	100.94
291	42.396
292	21.748
293	0.3952
294	10.505
295	15.946
296	12.364
297	12.502
298	11.996
299	9.5037
300	12.166
301	12.595
302	12.86
303	7.3238
304	5.4243
305	9.3444
306	7.9845
307	9.1632
308	8.0463
309	6.986
310	11.753
311	4.5575
312	4.9074
313	3.8104
314	4.2288
315	4.7976
316	9.4678
317	9.5422
318	4.434
